ID,RA,Dec,period
b319_110_17791,266.98385256,-29.71739298,408.163265
b319_110_24915,266.94816645,-29.79375996,2.071037
b319_110_18957,267.00448297,-29.69172454,1.931695
b319_110_92448,267.12389297,-29.77363781,1.381006
b319_110_27168,266.96431237,-29.77822734,12.990387
b319_110_60795,267.09000687,-29.71406437,0.976
b319_110_55806,267.00840506,-29.81410626,14.814815
b319_110_85382,267.10384401,-29.77828732,0.615404
b319_110_3107,266.98583809,-29.66327356,0.359167
b319_110_103052,267.14050631,-29.78647936,0.522616
b319_110_36912,267.04111638,-29.70132668,72.098053
b319_110_77502,267.04728755,-29.83302415,0.667521
b319_110_78173,267.11991923,-29.73065756,0.255262
b319_110_108362,267.08957605,-29.87811281,13.502565
b319_110_39397,266.98791065,-29.78660653,0.525031
b319_110_14074,266.94966019,-29.75320182,0.447277
b319_112_61326,267.55860446,-30.10619947,0.446036
b319_112_21910,267.55287596,-29.97998676,1.044736
b319_112_53938,267.54571599,-30.09975669,8.041171
b319_112_73464,267.58143086,-30.114063,0.373594
b319_112_59329,267.60608378,-30.03008885,0.566174
b319_112_92581,267.66062308,-30.06356798,2.991146
b319_112_5503,267.49285154,-30.01201581,0.287183
b319_112_95346,267.60967385,-30.147838,24.533857
b319_112_51902,267.61051692,-29.9979431,0.645415
b319_112_54434,267.62605137,-29.98396089,0.312367
b319_112_14752,267.49337318,-30.04255945,0.603763
b319_112_111184,267.70932987,-30.05644753,0.351767
b319_112_48793,267.53438615,-30.09877892,0.347942
b319_112_43139,267.62039688,-29.95349742,0.485468
b319_112_72242,267.61983557,-30.05370939,0.560083
b319_112_85534,267.59359266,-30.13730147,0.346921
b319_112_51245,267.6213888,-29.97984041,22.619317
b319_112_83783,267.58234897,-30.14772925,0.585789
b319_112_99853,267.62176764,-30.14542923,0.611958
b319_112_47620,267.54259078,-30.08277862,0.441404
b319_112_4292,267.55214869,-29.92112047,1.002557
b319_112_15057,267.55747919,-29.94992214,0.346372
b319_112_81522,267.64656329,-30.04614836,1.151729
b319_112_23814,267.50722233,-30.05315601,12.589702
b319_112_75903,267.60743883,-30.08437888,286.532951
b319_112_80762,267.64904323,-30.03987627,3.802571
b319_112_13906,267.5545669,-29.95027901,0.312495
b319_112_59436,267.60489158,-30.03217386,0.825307
b319_114_6799,267.20926091,-29.3541674,800.0
b319_114_76696,267.34353658,-29.41108038,25.13826
b319_114_76788,267.30989804,-29.4603559,0.555463
b319_114_88965,267.36176805,-29.42960483,11.921793
b319_114_44248,267.22189586,-29.47060296,0.606325
b319_114_45747,267.22054228,-29.477937,0.574204
b319_114_13201,267.21756482,-29.36519575,0.354214
b319_114_6173,267.12457747,-29.47431151,0.368138
b319_114_32746,267.263574,-29.36909383,0.403691
b319_114_23111,267.2529744,-29.34917774,36.088055
b319_114_23795,267.19622967,-29.43395485,59.808612
b319_114_26346,267.18899158,-29.45390035,0.457762
b319_114_97185,267.30812524,-29.53826818,0.465623
b319_114_12400,267.21283827,-29.36915987,1.574431
b319_114_66791,267.30984805,-29.42371153,0.224188
b319_114_146,267.17997339,-29.37168301,7.847446
b319_114_10604,267.18048416,-29.40948914,0.609396
b319_114_37562,267.27599319,-29.36804017,518.134715
b319_114_51964,267.30248814,-29.38106105,0.649865
b319_114_66385,267.32830459,-29.39542901,0.756115
b319_114_57310,267.30311966,-29.39941993,0.536717
b319_114_8377,267.21788928,-29.3474524,0.629188
b319_114_36542,267.21484239,-29.45295864,0.793745
b319_116_51235,267.82661822,-29.68590233,537.634409
b319_116_53962,267.78134213,-29.76284627,0.482204
b319_116_68416,267.85471135,-29.70586429,0.667107
b319_116_54118,267.82548009,-29.69786771,12.365525
b319_116_62848,267.838835,-29.70933587,0.234164
b319_116_32947,267.77717667,-29.6928782,27.855153
b319_116_37389,267.72412056,-29.78769513,0.551657
b319_116_98483,267.85963423,-29.81001499,0.650267
b319_116_4909,267.77232081,-29.59966335,0.560384
b319_116_34598,267.7668945,-29.71396361,0.59572
b319_116_13822,267.71760809,-29.71269731,0.53185
b319_116_74696,267.8285584,-29.76757966,0.585439
b319_116_30297,267.7804842,-29.6783389,11.682243
b319_116_85711,267.86554279,-29.75308264,0.571948
b319_116_77975,267.80311812,-29.81706344,0.655171
b319_116_40523,267.7917032,-29.6992003,30.674847
b319_116_36142,267.82379673,-29.63526934,0.585018
b319_116_39569,267.76766372,-29.73124503,609.756098
b319_116_76474,267.83543403,-29.76372405,0.52108
b319_116_69794,267.81529427,-29.76953263,0.519033
b319_116_101040,267.93926063,-29.70070929,0.386873
b319_116_64739,267.82530479,-29.73626492,0.705383
b319_116_91124,267.92684203,-29.68154299,0.442403
b319_116_39932,267.79980011,-29.68502073,4.168404
b319_116_47485,267.83605251,-29.65849232,0.437851
b319_116_15787,267.6812985,-29.77315669,537.634409
b319_116_55483,267.78195966,-29.76720042,11.941724
b319_116_94624,267.88570978,-29.75619407,17.889088
b319_116_68617,267.79769993,-29.79132375,0.536426
b319_116_103359,267.90182901,-29.76566817,0.293715
b319_201_51938,266.30280937,-30.13972831,13.059945
b319_201_60023,266.2949866,-30.18381836,0.236193
b319_201_76802,266.36239465,-30.15725528,12.9887
b319_201_32769,266.21066745,-30.19287482,0.752978
b319_201_53538,266.30872292,-30.13758352,0.287719
b319_201_35904,266.22253674,-30.18910932,606.060606
b319_201_8608,266.20997962,-30.0931346,970.873786
b319_201_19055,266.15035234,-30.22196865,934.579439
b319_201_27358,266.18462716,-30.20796266,694.444444
b319_201_31458,266.18532686,-30.2238687,900.900901
b319_201_82244,266.35121424,-30.19604832,0.80215
b319_201_67152,266.23761235,-30.29574211,746.268657
b319_201_30735,266.23725846,-30.14610678,515.463918
b319_201_39613,266.20097866,-30.2354133,518.134715
b319_201_40294,266.19121092,-30.25234818,0.544876
b319_201_67530,266.27088654,-30.24943617,574.712644
b319_201_11838,266.19476686,-30.12845057,1041.666667
b319_201_39057,266.25164037,-30.16037393,1.120825
b319_201_87244,266.38188533,-30.17331301,0.280086
b319_201_29399,266.19976999,-30.19444842,442.477876
b319_201_57525,266.2317068,-30.26440521,50.735667
b319_201_26991,266.21462081,-30.16324491,763.358779
b319_201_32836,266.20046583,-30.20778222,806.451613
b319_201_38449,266.19851783,-30.23417569,869.565217
b319_201_40565,266.23491794,-30.19068588,222.222222
b319_201_38235,266.2211608,-30.20069731,546.448087
b319_201_27172,266.1669477,-30.23251686,598.802395
b319_201_31307,266.17214997,-30.24209077,540.540541
b319_201_11807,266.17891852,-30.15110576,1.448604
b319_201_82931,266.31307022,-30.25374696,740.740741
b319_201_16516,266.20946135,-30.1266814,598.802395
b319_201_89766,266.35551371,-30.22180066,0.323541
b319_201_32124,266.20920975,-30.19226632,917.431193
b319_201_83171,266.290887,-30.28657688,934.579439
b319_201_32879,266.218113,-30.1826109,840.336134
b319_201_22584,266.17117897,-30.20740407,719.42446
b319_201_37435,266.2139386,-30.20781346,540.540541
b319_201_16104,266.14605584,-30.21611513,793.650794
b319_201_26076,266.16312389,-30.23354143,925.925926
b319_201_28740,266.18482599,-30.21337474,4.088976
b319_201_23032,266.15859991,-30.22735604,552.486188
b319_203_60769,266.8219006,-30.47402494,793.650794
b319_203_9526,266.70581676,-30.44817947,0.424041
b319_203_3339,266.70447746,-30.42657564,0.214528
b319_203_35338,266.72865197,-30.51227792,0.643521
b319_203_74120,266.8612359,-30.46822618,0.293455
b319_203_43670,266.71994185,-30.55536389,2.121836
b319_203_65385,266.85433191,-30.4450426,1.454651
b319_203_6630,266.71025948,-30.43091046,0.4759
b319_203_74781,266.81092843,-30.54217504,0.280394
b319_203_80644,266.79786475,-30.58281995,0.644039
b319_203_74385,266.84968145,-30.48563966,0.205352
b319_203_65285,266.8607797,-30.43548484,0.387677
b319_203_10439,266.71044901,-30.44492084,689.655172
b319_203_79819,266.88049654,-30.46241704,0.748733
b319_203_31710,266.7106069,-30.52460417,8.948546
b319_203_15446,266.69967198,-30.47923022,0.538999
b319_203_75857,266.84905284,-30.49206211,0.626037
b319_203_75670,266.84826883,-30.49252783,7.198388
b319_203_52083,266.81237229,-30.45516615,45.0045
b319_203_62349,266.77777757,-30.54257664,29.559563
b319_203_55341,266.76867746,-30.529464,1.152631
b319_203_36706,266.80800048,-30.40441056,8.130742
b319_203_37195,266.762751,-30.47060478,19.069413
b319_203_62257,266.80692823,-30.50083646,4.94976
b319_203_25701,266.73542322,-30.46693206,0.619755
b319_205_42611,266.42767078,-29.90754352,0.216437
b319_205_16564,266.37433198,-29.88449756,0.303377
b319_205_94224,266.51687534,-29.97999374,1.210258
b319_205_22291,266.44454155,-29.80550891,1.843964
b319_205_35489,266.49034132,-29.78998274,5.215396
b319_205_62394,266.50347491,-29.87693173,0.358977
b319_205_43017,266.39893655,-29.95031433,0.313191
b319_205_12875,266.44163496,-29.77418642,813.00813
b319_205_20404,266.34751165,-29.93748601,970.873786
b319_205_66205,266.45991307,-29.95465355,28.457598
b319_205_35588,266.47333155,-29.81472991,1298.701299
b319_205_62637,266.44446578,-29.96248033,0.370587
b319_205_3582,266.34294755,-29.87990808,0.678403
b319_205_19990,266.4552014,-29.78161071,90.57971
b319_205_29641,266.47395856,-29.7910924,621.118012
b319_205_29379,266.4217435,-29.86490557,15.491867
b319_205_52191,266.51725524,-29.81672536,33.760972
b319_205_63297,266.4832283,-29.90954717,819.672131
b319_205_8363,266.38682138,-29.83532918,2.318894
b319_205_33795,266.46901221,-29.81385422,502.512563
b319_207_35789,266.97390131,-30.15891585,0.243107
b319_207_14574,266.91281939,-30.16921277,0.226006
b319_207_37261,266.93627438,-30.2180739,0.389526
b319_207_52082,266.98611855,-30.19998346,0.706469
b319_207_79358,267.01375996,-30.25914633,0.397953
b319_207_84269,267.05880766,-30.21265927,0.610903
b319_207_48077,267.04594807,-30.09964862,1.509229
b319_207_41179,266.99232764,-30.15182551,0.206615
b319_207_80796,267.05856106,-30.20011339,0.588149
b319_207_65906,267.02460984,-30.19484164,0.241695
b319_207_3967,266.90117911,-30.14746052,0.571337
b319_207_60996,266.97312918,-30.25080919,0.257818
b319_207_35387,266.95346189,-30.18681011,0.377196
b319_207_82658,267.01178252,-30.2743239,0.386502
b319_207_102974,267.15200661,-30.14670934,1.239065
b319_207_36807,267.00783367,-30.11367729,0.592751
b319_207_52182,266.96651832,-30.22846957,1.827719
b319_207_58199,266.97954753,-30.23150999,2.774002
b319_207_64099,267.03899745,-30.16763181,0.363582
b319_207_97327,267.09079783,-30.21413505,0.579626
b319_207_28559,266.949492,-30.16782105,60.240964
b319_207_61081,267.01694485,-30.18824607,0.5654
b319_207_49121,266.97592989,-30.20395196,0.873096
b319_209_25262,266.59519478,-29.60064016,18.470632
b319_209_14048,266.59085914,-29.56505381,2.358435
b319_209_42660,266.69831459,-29.51806596,11.583459
b319_209_64466,266.74837254,-29.5280864,0.387036
b319_209_73711,266.70752531,-29.62152336,0.371852
b319_209_22243,266.57317645,-29.62106321,15.344484
b319_209_60752,266.69972836,-29.58377225,0.479239
b319_209_49139,266.69745433,-29.54324315,2.116536
b319_209_20711,266.57454134,-29.61333249,591.715976
b319_209_39944,266.62658091,-29.61043995,0.398905
b319_209_8140,266.63993852,-29.47248123,96.432015
b319_209_53414,266.72502039,-29.51983139,0.545899
b319_209_57795,266.7469685,-29.50482326,0.442005
b319_209_30142,266.64771869,-29.54399759,0.31221
b319_209_32998,266.69705538,-29.48397625,4.492363
b319_209_96053,266.82621203,-29.53432676,0.959012
b319_209_76599,266.7568035,-29.56216271,0.824158
b319_209_11632,266.60850868,-29.53071608,543.478261
b319_209_52382,266.68816998,-29.56870509,0.686248
b319_209_59853,266.6785287,-29.61074683,877.192982
b319_211_18882,267.15446926,-29.83328716,0.501678
b319_211_8886,267.1265691,-29.83905112,2.343567
b319_211_6329,267.11493658,-29.84688431,14.212621
b319_211_4738,267.08957721,-29.87813424,13.502565
b319_211_11661,267.1113712,-29.8708845,0.205316
b319_211_93566,267.35413891,-29.80279301,0.296977
b319_211_43966,267.17272185,-29.89369066,34.059946
b319_211_16251,267.13471615,-29.85287887,0.592182
b319_211_19698,267.20169944,-29.76755731,0.458142
b319_211_49434,267.17979209,-29.90292417,18.953753
b319_211_92066,267.31316588,-29.85719048,0.600806
b319_211_7053,267.13785056,-29.81625299,0.212809
b319_211_14760,267.10813959,-29.88621823,0.240538
b319_211_105325,267.3158469,-29.89977306,0.599075
b319_211_12837,267.11594236,-29.86830123,0.398148
b319_211_18567,267.21344469,-29.74672562,20.165356
b319_211_30750,267.13681907,-29.89974868,1.120699
b319_211_105943,267.34345428,-29.86162421,0.488072
b319_211_8077,267.14095751,-29.81540959,13.825522
b319_211_38260,267.24321474,-29.77164164,0.51457
b319_211_33139,267.21466572,-29.79531486,22.799818
b319_211_60476,267.19387375,-29.92073738,5.34931
b319_211_17082,267.19808124,-29.76397595,0.327771
b319_211_85617,267.3332532,-29.80566298,1.060907
b319_211_30571,267.15563703,-29.87189904,0.398907
b319_211_40774,267.21111002,-29.82702023,0.451386
b319_211_71351,267.21755054,-29.92470204,5.269537
b319_211_82522,267.30384368,-29.83795363,0.35585
b319_213_73169,266.99983429,-29.23774081,16.871942
b319_213_85079,266.9680849,-29.33021936,15.144631
b319_213_27186,266.81213475,-29.31932428,420.168067
b319_213_6936,266.82188824,-29.21352548,961.538462
b319_213_10190,266.82281567,-29.22845547,266.666667
b319_213_16038,266.81457373,-29.26810573,118.063754
b319_213_32393,266.92836466,-29.17587224,20.859408
b319_213_53705,266.95632015,-29.22300791,0.312442
b319_213_366,266.84177997,-29.15589284,847.457627
b319_213_16851,266.84238346,-29.23228222,83.61204
b319_213_3924,266.76256388,-29.28408954,313.479624
b319_213_8777,266.79420206,-29.26193427,0.361098
b319_213_30412,266.86158321,-29.26261458,0.305549
b319_213_22831,266.90363433,-29.17067388,1.229362
b319_213_47874,266.93260212,-29.23385791,0.200367
b319_213_45944,266.88029535,-29.30058342,45.269353
b319_213_41658,266.87832806,-29.28589902,30.99814
b319_213_42945,266.85104859,-29.32985903,0.263588
b319_213_57035,266.92362909,-29.28309129,13.338669
b319_213_14409,266.85684311,-29.20054212,694.444444
b319_213_13341,266.84121306,-29.21777232,0.23208
b319_213_58655,266.98001199,-29.20940959,1.283121
b319_213_60332,266.96296362,-29.24027243,581.395349
b319_213_50930,266.87000549,-29.33512156,909.090909
b319_213_11022,266.84394031,-29.20262668,952.380952
b319_213_14460,266.85548533,-29.2027643,456.621005
b319_213_42240,266.94576013,-29.19212902,0.738623
b319_213_3875,266.82281947,-29.19839454,1020.408163
b319_213_12454,266.85070381,-29.19996729,0.928962
b319_213_6770,266.81338435,-29.22479563,169.779287
b319_213_61071,266.91333136,-29.31408617,0.218281
b319_213_23387,266.81115569,-29.30446785,1.276096
b319_213_18951,266.88386235,-29.18219878,2.002082
b319_213_76731,266.92018639,-29.36552791,591.715976
b319_213_3969,266.8015936,-29.22890308,198.019802
b319_213_85530,267.03737125,-29.23280099,0.761748
b319_213_8872,266.85415363,-29.1772535,662.251656
b319_213_13708,266.81414874,-29.25789647,0.3453
b319_213_53812,266.94313795,-29.24219506,476.190476
b319_213_63407,266.92016713,-29.31338947,44.385264
b319_213_36448,266.84952916,-29.30504604,558.659218
b319_213_65814,266.98430171,-29.2313647,606.060606
b319_213_8599,266.8531903,-29.17729467,709.219858
b319_215_77782,267.46421831,-29.60146137,2.494699
b319_215_28930,267.38441791,-29.53960068,0.317388
b319_215_61506,267.48894866,-29.50534291,0.461321
b319_215_81612,267.52710445,-29.52280119,0.558014
b319_215_87116,267.46209099,-29.63830715,0.200178
b319_215_61992,267.4235385,-29.60296924,29.612082
b319_215_60077,267.48138727,-29.5113077,1.486657
b319_215_83991,267.48513097,-29.59311783,0.555861
b319_215_75720,267.49723547,-29.5454069,1.446153
b319_215_77497,267.50307227,-29.54333414,383.141762
b319_215_90217,267.49333061,-29.60381912,0.539549
b319_215_30214,267.45110169,-29.44680165,588.235294
b319_215_35707,267.41879726,-29.51434114,0.519578
b319_215_51244,267.48138921,-29.47903243,0.865703
b319_215_63146,267.48095326,-29.5229406,0.459483
b319_215_22987,267.3772648,-29.5281589,0.553413
b319_215_96108,267.55250125,-29.53847038,5.960541
b319_215_27710,267.44306798,-29.44922024,0.629073
b319_215_74339,267.52682427,-29.49660885,11.842729
b319_215_41615,267.40195789,-29.56008894,0.269376
b319_215_23998,267.36961459,-29.54305439,0.51923
b319_215_36477,267.41493954,-29.52269632,0.201731
b319_215_105724,267.57238975,-29.54446133,0.211405
b319_215_71008,267.47720931,-29.55709387,0.959601
b319_215_45280,267.44516671,-29.51046063,32.819166
b319_215_89429,267.48590074,-29.6117855,370.37037
b319_302_67763,266.51985365,-30.25209407,2.654491
b319_302_24221,266.39188518,-30.2449731,0.228758
b319_302_9281,266.37515227,-30.21035235,0.210964
b319_302_41331,266.44187675,-30.24247342,0.609853
b319_302_24464,266.32794116,-30.33725976,76.045627
b319_302_21499,266.39867133,-30.22446734,598.802395
b319_302_21633,266.32279709,-30.33346783,0.389481
b319_302_5015,266.35553053,-30.22180198,0.32354
b319_302_39958,266.43199253,-30.2509491,15.923567
b319_302_43340,266.36710387,-30.35794274,0.303645
b319_302_7413,266.32414441,-30.27600221,398.406375
b319_302_72957,266.42820288,-30.40628693,571.428571
b319_302_76097,266.46355379,-30.36912306,621.118012
b319_302_30095,266.33920336,-30.34382087,1075.268817
b319_302_60511,266.41379846,-30.36948601,0.618146
b319_302_29294,266.37095254,-30.2952735,4.405286
b319_302_66226,266.43074976,-30.37190881,826.446281
b319_302_63087,266.47706255,-30.29106148,110.619469
b319_302_77403,266.4468578,-30.39836894,112.99435
b319_302_67817,266.4842514,-30.30314019,602.409639
b319_302_53671,266.4323046,-30.31115345,609.756098
b319_302_28327,266.33731621,-30.33927401,500.0
b319_302_65747,266.41044671,-30.39862695,900.900901
b319_302_73269,266.48651432,-30.32456224,0.350004
b319_302_74530,266.50154981,-30.30841001,1.329946
b319_302_2267,266.38190076,-30.17331797,0.280086
b319_302_41322,266.42451711,-30.267231,32.36246
b319_304_23674,266.97506423,-30.47404178,0.304731
b319_304_50210,266.95800788,-30.60230819,0.929679
b319_304_22031,266.88750519,-30.59168126,0.218863
b319_304_53922,267.03440386,-30.50888849,0.3922
b319_304_32441,266.98056757,-30.50022274,0.869943
b319_304_70169,267.02237874,-30.58994268,0.578851
b319_304_30644,266.95723989,-30.52623027,20.479214
b319_304_27750,266.92905197,-30.55487521,21.026072
b319_304_63458,266.96215053,-30.6488001,0.324953
b319_304_39293,266.99342968,-30.50904824,0.621906
b319_304_46178,266.9352763,-30.61839917,1.400678
b319_304_59174,266.97257373,-30.61722255,0.267275
b319_304_20969,266.89055569,-30.58320722,5.516024
b319_304_9800,266.88275283,-30.55198349,0.539433
b319_304_44838,266.93289942,-30.6164359,0.384241
b319_304_64726,267.04651924,-30.53466217,0.59338
b319_304_23056,266.87944415,-30.60697613,0.309178
b319_304_85772,267.02168717,-30.65417844,0.647119
b319_304_56370,267.0206167,-30.53810222,2.303404
b319_304_53746,267.03776017,-30.50350708,1.745749
b319_304_67635,267.04397092,-30.54972989,1.090703
b319_304_38178,266.93625605,-30.58562706,0.344738
b319_304_79229,267.0152699,-30.63652994,1.002647
b319_304_92645,267.02753087,-30.6742888,0.628279
b319_304_70567,267.03555328,-30.57285712,0.415809
b319_304_95182,267.10203198,-30.57973477,0.58536
b319_306_90157,266.68415071,-30.06845074,862.068966
b319_306_60579,266.69641532,-29.93674734,0.228086
b319_306_45877,266.68863856,-29.89281918,2.403153
b319_306_82150,266.71717401,-29.99027548,0.49041
b319_306_66633,266.70871705,-29.94223195,1.286289
b319_306_16447,266.5883029,-29.93045399,1.682086
b319_306_2350,266.51689261,-29.98001616,1.210244
b319_306_62062,266.71612746,-29.91396506,0.398909
b319_306_66771,266.66147417,-30.01051108,1.536358
b319_306_99005,266.77449863,-29.97353539,0.634353
b319_306_57069,266.70456683,-29.91210197,1.175862
b319_306_93244,266.72122692,-30.02766008,0.397798
b319_306_57088,266.60777968,-30.05093585,22.50225
b319_306_25572,266.62960355,-29.90403177,869.565217
b319_308_8125,267.09520374,-30.24016833,0.298565
b319_308_57007,267.18180605,-30.28528122,30.275507
b319_308_95466,267.26140076,-30.30608273,0.730845
b319_308_82458,267.22612463,-30.31112531,0.321999
b319_308_37329,267.18270669,-30.21522217,5.255689
b319_308_72557,267.26439239,-30.22125195,0.307787
b319_308_25658,267.08252235,-30.31881251,0.735218
b319_308_44834,267.22628907,-30.17845111,0.644508
b319_308_30900,267.13843013,-30.25661639,34.952814
b319_308_49022,267.18916355,-30.24655551,0.467878
b319_308_26934,267.08824256,-30.31489468,12.771392
b319_308_89057,267.2430376,-30.31018643,10.494281
b319_308_58272,267.19119519,-30.27614576,0.452388
b319_308_39727,267.17887772,-30.22886658,0.448918
b319_308_93684,267.30805435,-30.23261133,0.41196
b319_308_52690,267.17549959,-30.27924152,0.698061
b319_308_34371,267.16279929,-30.23363598,1.305688
b319_308_106003,267.29788656,-30.2913995,1.526624
b319_308_24515,267.11757035,-30.2646679,0.649292
b319_308_23052,267.09899149,-30.28629974,5.240815
b319_308_106166,267.26996683,-30.33211471,2.033016
b319_308_44799,267.19761129,-30.21965824,0.703819
b319_308_71085,267.25923005,-30.22354472,0.643927
b319_308_53345,267.13844927,-30.33468901,0.604175
b319_308_5892,267.06265663,-30.27928901,17.185083
b319_308_101781,267.2973343,-30.27716516,2.523914
b319_308_4714,267.15200525,-30.14671722,1.23905
b319_308_37686,267.10592845,-30.32668079,0.367264
b319_308_97805,267.26243039,-30.31285982,0.481308
b319_308_48261,267.19933019,-30.22920449,0.509806
b319_308_90760,267.28073691,-30.26181211,121.359223
b319_308_31068,267.17951195,-30.19816837,0.410905
b319_308_49894,267.22133849,-30.20340834,0.389684
b319_308_108803,267.2641901,-30.35011784,1.005895
b319_308_101238,267.28227329,-30.29689714,0.365834
b319_308_97259,267.27102817,-30.29841688,0.252453
b319_308_59279,267.2450595,-30.20204407,15.607929
b319_310_60964,266.91046696,-29.62361786,20.218358
b319_310_101930,266.98582832,-29.66328704,0.718334
b319_310_68958,266.94338641,-29.60506789,21.654396
b319_310_81619,266.90168397,-29.71091906,0.236939
b319_310_10236,266.76958333,-29.6455264,0.382364
b319_310_26410,266.87034263,-29.55803655,0.397891
b319_310_79947,266.93862417,-29.65168612,7.368654
b319_310_90513,266.95944784,-29.66010225,0.208456
b319_310_33478,266.79709297,-29.68830441,37.509377
b319_310_65546,266.92534081,-29.61870221,0.861111
b319_310_13047,266.78134656,-29.63849629,1.261066
b319_310_39514,266.86543929,-29.61128102,0.829284
b319_310_38942,266.8615029,-29.61485178,0.259752
b319_310_29862,266.87003415,-29.57096695,0.538204
b319_310_14877,266.80785754,-29.60692841,0.23259
b319_310_44492,266.87640131,-29.61338615,187.969925
b319_310_43365,266.81981582,-29.69060774,0.641836
b319_310_36400,266.77592027,-29.72883367,3.137058
b319_310_18472,266.80673094,-29.62102145,3.528831
b319_310_13399,266.75683985,-29.67477461,840.336134
b319_310_10362,266.73763967,-29.6917448,787.401575
b319_310_89838,266.93010496,-29.69985645,0.524576
b319_310_22928,266.76435355,-29.69755926,4.595588
b319_312_87355,267.52136286,-29.89956971,4.289084
b319_312_46319,267.36703988,-29.97995431,0.228448
b319_312_24014,267.34320612,-29.93690626,3.7059
b319_312_13900,267.37898848,-29.84955967,1.551374
b319_312_43679,267.37829055,-29.9545534,0.354271
b319_312_10953,267.32344359,-29.9203384,0.483536
b319_312_66611,267.45615235,-29.92156848,1.287217
b319_312_30009,267.40641028,-29.8658072,8.093234
b319_312_106909,267.49282883,-30.01201219,0.287186
b319_312_54265,267.45652151,-29.87719881,24.277737
b319_312_56890,267.42206357,-29.93689515,0.96902
b319_312_38775,267.32772895,-30.01126187,0.783939
b319_312_34011,267.37987501,-29.91861629,0.237433
b319_312_102642,267.53403234,-29.93646157,0.501477
b319_312_45198,267.42005089,-29.89865904,0.511078
b319_312_101990,267.52402127,-29.94876917,0.654999
b319_312_22828,267.39766322,-29.85324992,0.569616
b319_312_81632,267.47453616,-29.94794881,0.477607
b319_312_31774,267.35994414,-29.93986379,0.506219
b319_312_63727,267.4296241,-29.95018861,0.43735
b319_314_102831,267.20925279,-29.35416843,800.0
b319_314_95910,267.17996711,-29.37168563,7.848677
b319_314_72599,267.15016668,-29.33035909,943.396226
b319_314_1828,266.96808676,-29.33022697,15.144631
b319_314_37721,267.06640478,-29.32404659,13.689254
b319_314_64705,267.1624468,-29.28373483,4.921744
b319_314_90387,267.15919588,-29.38137323,5.984799
b319_314_71804,267.12324463,-29.36646973,0.567009
b319_314_30185,267.05933594,-29.30568853,14.482259
b319_314_18960,266.98240932,-29.37348522,26.007802
b319_314_39609,267.10612561,-29.27356943,0.976677
b319_314_55377,267.09185317,-29.35193031,0.594919
b319_314_102010,267.12455645,-29.47430432,0.36814
b319_314_7372,266.96059738,-29.36179323,0.668843
b319_314_19777,266.9895645,-29.36632877,649.350649
b319_314_72510,267.09094991,-29.41587056,61.766523
b319_314_51325,267.13589504,-29.27339328,854.700855
b319_314_8956,267.04142432,-29.25102269,14.142271
b319_314_49370,267.06620805,-29.36728817,0.647694
b319_314_57290,267.09798004,-29.34999971,724.637681
b319_314_39881,267.02000599,-29.39910392,63.938619
b319_316_28305,267.63151175,-29.53120377,15.096618
b319_316_87798,267.65818016,-29.71408048,16.619578
b319_316_82635,267.7297097,-29.58819203,0.352342
b319_316_76705,267.61464064,-29.73626687,12.152145
b319_316_71753,267.62179524,-29.70688467,0.302915
b319_316_60486,267.6197934,-29.66748292,0.224683
b319_316_24996,267.53658281,-29.65917942,0.636165
b319_316_80548,267.71077685,-29.60842625,0.584249
b319_316_94203,267.7467893,-29.60755571,0.522381
b319_316_93589,267.69466795,-29.6826038,50.632911
b319_316_70013,267.64258252,-29.66938982,0.540508
b319_316_17364,267.61245971,-29.51937749,7.208246
b319_316_6763,267.49106259,-29.65997379,0.458394
b319_316_13691,267.54600014,-29.60416542,0.538587
b319_316_7963,267.57238127,-29.54446715,0.211404
b319_316_64222,267.6082336,-29.69847504,18.921476
b319_316_94904,267.73525916,-29.6274135,0.462238
b319_316_92518,267.72835999,-29.62839474,0.603366
b319_316_23342,267.57300471,-29.59941474,0.295977
b319_316_34700,267.56918536,-29.64679092,0.274143
b319_316_36201,267.6366401,-29.55263471,0.483837
b319_316_76529,267.71679915,-29.5840645,2.143026
b319_316_49700,267.6282284,-29.61482294,0.716681
b319_316_89677,267.70572143,-29.65112974,0.451794
b319_316_40474,267.5643261,-29.67544718,0.397723
b319_316_25565,267.55643056,-29.632011,2.725761
b319_316_15196,267.53292828,-29.62896736,2.643544
b319_316_85946,267.69131308,-29.65794935,1.313405
b319_316_82794,267.70397955,-29.62711278,1.558603
b319_316_78916,267.65693286,-29.68222302,625.0
b319_316_31099,267.54760456,-29.66560245,34.55425
b319_316_58085,267.68449517,-29.56264664,0.530636
b319_402_45653,266.53049948,-30.12540086,10.783997
b319_402_84775,266.6125947,-30.16028743,0.419431
b319_402_87795,266.64665632,-30.12353172,0.368495
b319_402_63613,266.5137121,-30.21750627,3.329892
b319_402_20161,266.46415625,-30.12455051,28.801843
b319_402_33197,266.52647565,-30.0841333,0.238308
b319_402_2014,266.4913013,-30.01665292,0.307479
b319_402_93026,266.58238422,-30.23630285,0.257986
b319_402_31537,266.50675535,-30.10628503,0.204461
b319_402_67132,266.54419856,-30.18760847,1098.901099
b319_402_76061,266.58411008,-30.16635062,0.31158
b319_402_67771,266.53885862,-30.1977624,0.32731
b319_402_70214,266.55106367,-30.19000583,1.351717
b319_402_54652,266.50642342,-30.1938587,0.467194
b319_402_35474,266.50695127,-30.12071682,0.917819
