ID,RA,Dec,period
b350_211_8611,267.61374249,-24.86804217,0.842524
b350_211_70956,267.68576369,-24.97448406,0.473711
b350_211_79837,267.72411238,-24.94713599,0.674095
b350_211_43514,267.68438693,-24.88224118,0.478112
b350_211_10984,267.6303045,-24.85147057,0.284935
b350_211_90243,267.66443461,-25.07429289,531.914894
b350_211_78458,267.69271091,-24.99002755,0.37149
b350_211_106633,267.70108814,-25.07624006,16.046213
b350_211_10709,267.6134195,-24.87616603,0.747809
b350_211_101618,267.7157313,-25.03610104,0.490357
b350_211_57771,267.65809674,-24.97163444,0.86918
b350_211_93824,267.76954094,-24.9262351,0.70618
b350_211_82638,267.69106004,-25.00737407,4.101218
b350_211_56243,267.6527581,-24.97428755,0.961899
b350_211_91461,267.69275735,-25.03541821,0.355107
b350_211_86903,267.65222811,-25.08130101,0.727437
b350_211_12129,267.6262164,-24.86168803,0.221615
b350_211_35744,267.63617963,-24.92883071,0.252706
b350_211_1414,267.51896531,-24.98580713,0.285235
b350_211_56532,267.6731085,-24.94422465,1.043602
b350_211_11431,267.63083027,-24.8522185,0.221615
b350_213_45613,267.29298609,-24.43119657,0.276212
b350_213_7232,267.24098266,-24.36078503,0.226769
b350_213_48080,267.36054618,-24.33967772,0.725426
b350_213_16145,267.25576842,-24.37362793,0.578493
b350_213_23270,267.25926437,-24.39629695,0.543561
b350_213_34883,267.27120114,-24.42315877,1.24454
b350_213_20109,267.29198873,-24.3350263,5.324247
b350_213_58840,267.30956956,-24.45661343,0.364104
b350_213_36745,267.3355934,-24.33403614,0.566534
b350_213_66290,267.36660663,-24.39905694,0.696723
b350_213_75961,267.33670338,-24.48067773,0.644712
b350_213_59405,267.307328,-24.46211871,0.518132
b350_213_24474,267.27516973,-24.37715118,0.928436
b350_213_52268,267.33909786,-24.38737113,0.409969
b350_213_75164,267.3862855,-24.40330948,12.992075
b350_213_10533,267.25829,-24.34819709,0.56957
b350_213_21809,267.25247896,-24.40065681,0.984533
b350_213_76060,267.43833345,-24.32888916,0.453634
b350_213_50496,267.37288481,-24.33036022,0.470905
b350_213_24194,267.26740354,-24.38758055,0.286579
b350_213_28456,267.31822969,-24.32818218,4.2203
b350_213_59488,267.36116677,-24.38191499,4.104753
b350_213_62850,267.39521452,-24.34346909,0.217519
b350_213_31102,267.3571893,-24.28015928,0.316208
b350_213_12853,267.32340949,-24.26009257,1000.0
b350_213_36316,267.2726179,-24.42646839,1.581978
b350_213_89823,267.36805361,-24.48645561,2.491032
b350_213_50005,267.38188742,-24.31491379,0.286151
b350_213_8367,267.25332536,-24.34700728,0.871027
b350_213_90008,267.45391475,-24.35844879,2.038902
b350_213_15324,267.31277732,-24.28535846,1.470999
b350_215_52359,267.89569974,-24.59565142,0.389203
b350_215_74226,267.85797118,-24.73492045,0.277592
b350_215_49656,267.84298764,-24.66659009,0.545268
b350_215_100475,267.97296201,-24.65489492,0.315599
b350_215_67561,267.86357934,-24.70166998,0.905346
b350_215_47951,267.83961004,-24.66555131,0.246837
b350_215_14350,267.74625806,-24.68567482,0.581828
b350_215_18186,267.81167809,-24.59948348,0.205548
b350_215_57675,267.84083468,-24.69964345,119.617225
b350_215_78799,267.9166911,-24.66168327,0.603985
b350_215_27876,267.77036319,-24.69831443,0.20376
b350_215_26262,267.79627466,-24.65251059,5.180274
b350_215_70722,267.91368819,-24.63623171,0.760578
b350_215_39016,267.79810686,-24.69699745,0.222889
b350_215_62455,267.88530419,-24.64946829,1.061875
b350_215_24226,267.83052903,-24.59261606,0.533234
b350_215_94045,267.9083195,-24.73068366,0.200025
b350_215_81491,267.91310511,-24.67720277,0.340159
b350_215_31349,267.81832975,-24.63779978,0.376641
b350_215_21088,267.80428278,-24.62138953,0.832397
b350_215_76702,267.91208841,-24.66116534,1.664309
b350_215_24895,267.7662709,-24.69341212,0.778671
b350_215_80131,267.9572204,-24.60411257,0.881244
b350_215_47300,267.85645328,-24.6373025,0.795469
b350_215_94070,267.90079336,-24.74234695,0.253237
b350_215_18102,267.7887538,-24.63430429,336.700337
b350_215_104048,267.90901844,-24.7670448,0.319845
b350_215_16962,267.74296601,-24.70021596,3.33189
b350_215_57966,267.89143321,-24.62296494,0.436074
b350_215_89819,267.88112712,-24.75709468,0.225327
b350_215_52355,267.91110343,-24.57192063,6.918021
b350_215_94547,267.94037491,-24.68324553,1.595813
b350_215_6361,267.72803852,-24.68471516,0.474262
b350_215_30247,267.80251846,-24.65800286,0.526269
b350_215_29932,267.86495694,-24.56093751,625.0
b350_215_4809,267.73752065,-24.66465266,0.221616
b350_215_33560,267.8661976,-24.57247093,892.857143
b350_302_60462,266.94961648,-25.35807172,9.765625
b350_302_78813,266.90194731,-25.50301097,0.868304
b350_302_56264,266.88464067,-25.43914991,4.844492
b350_302_48883,266.87831438,-25.4195983,0.554072
b350_302_47615,266.87638633,-25.41750276,0.316613
b350_302_58283,266.92362669,-25.38846936,0.531392
b350_302_23129,266.81566289,-25.4159155,0.71786
b350_302_16169,266.81404824,-25.39160979,0.512295
b350_302_7251,266.85759025,-25.29294761,0.626991
b350_302_4899,266.80832345,-25.35839351,0.251181
b350_302_52779,266.90946914,-25.38815363,0.539625
b350_302_12320,266.81234306,-25.38011336,3.058478
b350_302_14484,266.8035741,-25.40116006,0.394317
b350_302_37175,266.84480703,-25.42477789,0.248555
b350_302_91423,266.96747383,-25.45808357,22.85192
b350_302_5032,266.76514279,-25.4239406,336.700337
b350_302_75936,266.89132329,-25.50734937,1.400776
b350_302_46726,266.92123,-25.34661809,7.784524
b350_302_76559,266.96466926,-25.39968886,1.673472
b350_302_18485,266.83768553,-25.36484637,76.745971
b350_302_4175,266.75810932,-25.43134331,1.197189
b350_302_12037,266.83213231,-25.34926786,2.895613
b350_302_82943,266.9333091,-25.47308152,5.266484
b350_302_6364,266.8112867,-25.35939919,0.545289
b350_304_20755,267.39073108,-25.62144307,0.315072
b350_304_48125,267.41569214,-25.70054374,0.280027
b350_304_67604,267.48582324,-25.68171179,19.201229
b350_304_29811,267.37916961,-25.67666745,0.512495
b350_304_27707,267.41106767,-25.62064503,0.281848
b350_304_6800,267.34869967,-25.62591522,0.214391
b350_304_47854,267.37794003,-25.75546199,13.015749
b350_304_85614,267.46263115,-25.80402681,0.360059
b350_304_29454,267.36642694,-25.69410316,694.444444
b350_304_4444,267.34869158,-25.61636393,0.306091
b350_304_18575,267.34314925,-25.68316674,934.579439
b350_304_49493,267.41633188,-25.70558186,0.922416
b350_304_30964,267.37308288,-25.69052017,0.516164
b350_304_17436,267.34086379,-25.68175386,0.523727
b350_304_81616,267.54501455,-25.66084503,0.310333
b350_304_55779,267.40328056,-25.75168489,0.217302
b350_304_76113,267.50179908,-25.69806046,0.318099
b350_304_45963,267.45637793,-25.63028135,0.358497
b350_304_30600,267.37793867,-25.68177606,0.634268
b350_304_33605,267.3945261,-25.66958714,0.510139
b350_304_52381,267.39938714,-25.74307884,0.5204
b350_304_34162,267.41794376,-25.63687112,1.632893
b350_304_10486,267.33600994,-25.66032239,3.937473
b350_304_39116,267.38916674,-25.70053822,0.555562
b350_304_16782,267.37970159,-25.62118466,1.009438
b350_304_50641,267.44838874,-25.66282846,0.24174
b350_304_68772,267.43270569,-25.76611422,1.002325
b350_304_56083,267.45249687,-25.67978712,25.614754
b350_304_72617,267.4682899,-25.73113344,1.165759
b350_304_59816,267.45187201,-25.6972606,0.836176
b350_304_55783,267.48697555,-25.62706246,0.633617
b350_306_34570,267.11285315,-25.00193194,1.89204
b350_306_13147,267.03059542,-25.05031847,0.219318
b350_306_91856,267.13123167,-25.17804314,18.288222
b350_306_91945,267.19995951,-25.07469329,0.374155
b350_306_70919,267.08098022,-25.17831542,0.641523
b350_306_89247,267.17570307,-25.10145629,0.357956
b350_306_14217,267.07489927,-24.98730703,0.223525
b350_306_64150,267.08013204,-25.15555629,0.49281
b350_306_100119,267.1951167,-25.11142134,6.069066
b350_306_89097,267.1499241,-25.13977996,0.834181
b350_306_91728,267.11771273,-25.19791913,0.314604
b350_306_98965,267.22301545,-25.0652062,0.505932
b350_306_47385,267.1145483,-25.04472328,0.668959
b350_306_94547,267.14098049,-25.17303108,37.778617
b350_306_98653,267.13931995,-25.19028593,2.608174
b350_306_102368,267.21981845,-25.08249938,1.311235
b350_306_33957,267.00466689,-25.16293333,0.863923
b350_306_84415,267.16686015,-25.09736257,1.278543
b350_306_60441,267.08174187,-25.14005319,0.434475
b350_306_57436,267.09443966,-25.11039731,0.243355
b350_306_56378,267.0681134,-25.14639711,36.630037
b350_306_17942,266.99774518,-25.11668753,0.254245
b350_306_96136,267.13687224,-25.18487925,2.551281
b350_308_75987,267.67873358,-25.39220689,0.230597
b350_308_34723,267.54636361,-25.4323545,11.405109
b350_308_46983,267.60776088,-25.38663265,0.204409
b350_308_79286,267.70080669,-25.37189972,4.832552
b350_308_70121,267.67632126,-25.37289932,1.356263
b350_308_88015,267.74021611,-25.34767711,0.29088
b350_308_70281,267.65238395,-25.40976044,0.564022
b350_308_60279,267.64004349,-25.38942165,0.416858
b350_308_26866,267.56348893,-25.3769274,0.421255
b350_308_40362,267.62559795,-25.33417791,0.242697
b350_308_83365,267.66825486,-25.43727687,0.281369
b350_308_70369,267.62533057,-25.45083959,5.154373
b350_308_15229,267.5269998,-25.38762317,37.188546
b350_308_75031,267.67839288,-25.38901118,0.310093
b350_308_53219,267.58783215,-25.44096231,0.366353
b350_308_86879,267.73735118,-25.3472871,0.716332
b350_308_60605,267.61113024,-25.43425768,0.977928
b350_308_28952,267.57559839,-25.36658324,0.383278
b350_308_14004,267.58779983,-25.29126935,476.190476
b350_308_82057,267.6937125,-25.39365858,1.345841
b350_308_61124,267.5840275,-25.47706691,0.227121
b350_308_77411,267.7029492,-25.36103627,2.291056
b350_308_30328,267.58132565,-25.36303408,0.562183
b350_308_61482,267.67823439,-25.33644427,568.181818
b350_308_47707,267.56538121,-25.45335089,564.971751
b350_308_3420,267.58275337,-25.25883288,0.284934
b350_308_7163,267.58865073,-25.26437541,0.221615
b350_308_64622,267.61324191,-25.44680867,0.208274
b350_308_22630,267.60907488,-25.29165202,0.490302
b350_308_98156,267.70290655,-25.4459437,0.434692
b350_308_25530,267.59548743,-25.32337664,0.320009
b350_308_65626,267.66387916,-25.37445636,0.612756
b350_308_87726,267.65912909,-25.468984,13.126805
b350_308_38429,267.61493186,-25.34302937,2.576257
b350_310_88810,267.38192838,-24.79314974,0.372906
b350_310_86155,267.35865504,-24.81846708,0.219013
b350_310_17584,267.22991074,-24.76544135,0.478556
b350_310_67630,267.3760696,-24.72480154,0.3733
b350_310_46665,267.27714333,-24.79793452,0.21068
b350_310_46992,267.29859671,-24.76678465,0.343043
b350_310_59306,267.31760598,-24.78306106,1.321021
b350_310_27815,267.3054623,-24.68780749,0.231546
b350_310_23142,267.20644839,-24.82061724,0.6296
b350_310_10089,267.25423411,-24.70226909,8.86132
b350_310_55682,267.31709622,-24.77035558,0.462024
b350_310_36384,267.25909762,-24.7882427,0.537678
b350_310_85466,267.34733832,-24.83299275,0.478176
b350_310_13601,267.20308552,-24.79181672,0.586734
b350_310_67195,267.32094675,-24.80640686,0.296874
b350_310_32029,267.30423333,-24.70456571,0.485725
b350_310_14839,267.28103597,-24.67869974,0.348375
b350_310_2169,267.24706671,-24.68466113,0.602148
b350_310_10438,267.25431907,-24.70340543,0.232805
b350_310_102713,267.36699732,-24.86724406,173.611111
b350_310_21011,267.20218796,-24.81935902,1000.0
b350_312_20118,267.72344763,-25.1015672,0.243297
b350_312_81012,267.86331016,-25.10839525,0.710717
b350_312_47523,267.77863032,-25.11592331,0.416095
b350_312_57859,267.84704558,-25.04880601,0.378065
b350_312_65568,267.85966045,-25.05722856,0.273763
b350_312_95795,267.89319416,-25.11909722,0.365686
b350_312_61276,267.84777934,-25.0599921,0.242457
b350_312_34112,267.79703101,-25.03894013,1010.10101
b350_312_61841,267.80124258,-25.13325112,13.17176
b350_312_16847,267.73878882,-25.06655242,0.47116
b350_312_45435,267.85412816,-24.99267259,1.867972
b350_312_71170,267.80288475,-25.16476045,0.357207
b350_312_99670,267.90232033,-25.1202219,0.794679
b350_312_39649,267.78554484,-25.0766952,4.405869
b350_312_50853,267.8190983,-25.06617251,0.378096
b350_312_3131,267.70110025,-25.07624503,16.056519
b350_312_50902,267.85862706,-25.00575712,0.323148
b350_312_70148,267.89210316,-25.02423585,0.214846
b350_312_26491,267.77164135,-25.0502794,485.436893
b350_312_50614,267.83542385,-25.04029634,0.536913
b350_312_60151,267.87703044,-25.0109189,0.352052
b350_312_63417,267.81472016,-25.11839425,1.305432
b350_312_89584,267.86120362,-25.14425691,7.13674
b350_312_48214,267.78036335,-25.11578235,0.605397
b350_312_71482,267.86994087,-25.06329554,0.653552
b350_312_69506,267.80399183,-25.15691725,2.124902
b350_312_63533,267.88873063,-25.00528297,980.392157
b350_312_39228,267.80623321,-25.04341528,0.939258
b350_312_64448,267.85089397,-25.06670013,0.234662
b350_312_82951,267.83922563,-25.15258066,3.682699
b350_312_62370,267.88087303,-25.01316135,884.955752
b350_312_22697,267.82185979,-24.96005776,1.563844
b350_314_8165,267.4371643,-24.41803008,0.530659
b350_314_68319,267.56174198,-24.44818212,0.300235
b350_314_78981,267.51098013,-24.5651863,0.215058
b350_314_74663,267.51922241,-24.53653942,0.593655
b350_314_49445,267.51644142,-24.44800037,0.392656
b350_314_20473,267.41036334,-24.50347896,0.315396
b350_314_92456,267.59144931,-24.49202797,0.314058
b350_314_53304,267.51266813,-24.46759083,0.300915
b350_314_52429,267.46717118,-24.53349539,2.6984
b350_314_30644,267.46858001,-24.45207658,0.25227
b350_314_26294,267.46043273,-24.44872442,0.20624
b350_314_10760,267.41710821,-24.45792548,0.350532
b350_314_47047,267.53635228,-24.40920686,0.267693
b350_314_69594,267.51281501,-24.52710798,0.2802
b350_314_87013,267.5644748,-24.51307747,34.916201
b350_314_33179,267.48890827,-24.43031697,7.598207
b350_314_41882,267.5012785,-24.443721,0.221616
b350_314_12185,267.46342726,-24.39296735,2.482807
b350_314_79073,267.58371028,-24.4549256,1.460174
b350_314_88240,267.52182713,-24.58242961,9.798158
b350_314_85301,267.56804624,-24.5015151,3.972984
b350_314_24937,267.47034189,-24.42875122,1.118706
b350_314_23737,267.46868221,-24.42707983,0.359925
b350_314_39104,267.53032955,-24.38934379,591.715976
b350_316_62087,268.07073591,-24.72921532,0.232746
b350_316_65697,268.08595537,-24.71909403,0.306726
b350_316_62881,268.04529657,-24.77163858,7.180813
b350_316_11188,267.90897987,-24.78667239,0.857876
b350_316_83039,268.07288028,-24.80649729,16.871942
b350_316_53353,268.02524439,-24.76630149,12.100678
b350_316_77000,268.09566406,-24.74775804,483.091787
b350_316_31392,267.95995336,-24.7843062,0.671006
b350_316_51706,268.07193647,-24.68753456,7.978299
b350_316_52451,268.06532885,-24.7006337,0.442854
b350_316_68780,268.06869698,-24.7579467,14.912019
b350_316_2414,267.97296919,-24.65490532,0.315598
b350_316_12611,267.99091518,-24.66559834,0.39627
b350_316_91121,268.10132726,-24.79348105,0.61799
b350_316_53161,268.06369219,-24.70580941,11.327594
b350_316_5953,267.90903345,-24.76703704,0.319845
b350_316_12426,267.9466187,-24.73340752,0.577424
b350_316_59648,268.04754421,-24.7558925,0.564006
b350_316_46435,268.07102691,-24.66893231,0.538729
b350_316_88371,268.12939883,-24.73899114,4.908457
b350_316_74954,268.08725031,-24.75290639,487.804878
b350_316_51614,268.01592992,-24.77412182,1.713121
b350_316_39897,267.99183387,-24.76719108,2.388687
b350_316_10415,267.95052586,-24.71946734,0.375168
b350_316_31638,267.97173204,-24.76708357,0.591107
b350_316_99503,268.10939678,-24.81433367,0.202752
b350_316_9795,267.90998237,-24.77976778,17.286085
b350_316_89702,268.10479208,-24.78265828,1.433116
b350_316_90754,268.1506914,-24.71511334,900.900901
b350_316_91364,268.14693922,-24.72333575,8.908686
b350_316_37243,268.03450159,-24.69127454,0.284931
b350_316_98364,268.07594718,-24.86163375,9.567547
b350_316_23761,267.93644421,-24.79184516,0.56359
b350_316_34636,268.02954923,-24.68895593,0.398912
b350_402_92585,267.08586611,-25.26362495,3.580123
b350_402_21216,266.970277,-25.17467969,0.62303
b350_402_22153,266.8901151,-25.29919029,8.250144
b350_402_59409,266.99242304,-25.281257,0.326548
b350_402_10881,266.94347245,-25.17731294,43.6872
b350_402_12076,266.93523768,-25.19401558,0.382692
b350_402_91773,267.08233562,-25.26582399,24.515813
b350_402_15496,266.94259348,-25.19519078,0.550524
b350_402_35021,266.91945364,-25.30189328,0.395276
b350_402_32189,267.00466146,-25.16294105,0.863916
b350_402_6993,266.85757508,-25.29295727,0.626999
b350_402_20527,266.96808267,-25.17534992,1.475187
b350_402_78976,267.0250358,-25.30362482,3.46897
b350_402_103320,267.08395844,-25.30839281,0.291681
b350_402_46279,266.99463597,-25.23022618,0.30063
b350_402_2172,266.86818772,-25.25943795,340.136054
b350_402_74037,267.07600252,-25.2090215,0.371184
b350_402_28477,266.93513805,-25.25462298,37.495313
b350_402_84930,267.0644071,-25.26621063,546.448087
b350_402_65165,266.98618919,-25.31186735,1.882991
b350_402_78297,266.99547524,-25.34567082,0.308104
b350_404_30898,267.50730729,-25.4825327,0.489215
b350_404_33460,267.47561249,-25.54084054,0.654926
b350_404_25692,267.47132991,-25.5148504,3.121976
b350_404_57291,267.56740039,-25.51208162,2.662974
b350_404_44311,267.56537604,-25.45335368,543.478261
b350_404_64776,267.55284699,-25.5757288,826.446281
b350_404_66032,267.51865105,-25.63289422,0.782859
b350_404_4043,267.44250401,-25.47286676,3.782148
b350_404_70759,267.54389069,-25.61873054,1.163982
b350_404_41523,267.46182542,-25.59558902,0.248589
b350_404_61493,267.52402465,-25.60108731,900.900901
b350_404_44594,267.5398123,-25.49289435,0.537455
b350_404_60708,267.50711363,-25.62199401,0.306846
b350_404_22014,267.45494055,-25.52476138,81.037277
b350_404_58875,267.59321875,-25.48271438,3.229244
b350_404_73211,267.62619793,-25.50904134,5.781015
b350_404_55387,267.58402969,-25.47706088,0.22712
b350_404_71120,267.56899916,-25.58328794,884.955752
b350_404_45513,267.4984714,-25.55893334,0.621195
b350_404_18563,267.41715348,-25.56706866,1.553591
b350_404_53109,267.51053251,-25.57574123,2.183645
b350_404_57337,267.53414551,-25.56198853,249.376559
b350_404_75602,267.63734179,-25.50521642,199.600798
b350_404_8087,267.40657897,-25.54254604,1.208459
b350_404_81410,267.62654827,-25.55088679,0.676663
b350_404_54017,267.55958684,-25.50688437,293.255132
b350_404_23941,267.46345156,-25.51968124,0.258058
b350_404_66465,267.56130316,-25.57158109,952.380952
b350_404_18940,267.49127603,-25.45772632,0.446431
b350_406_34576,267.11285057,-25.00192424,1.892004
b350_406_63244,267.25655192,-24.88383505,0.580188
b350_406_90841,267.27642951,-24.95146437,0.32948
b350_406_81466,267.22317803,-24.99833475,0.642294
b350_406_47414,267.13934465,-25.0060023,0.353421
b350_406_20292,267.18040578,-24.8495217,2.560623
b350_406_84179,267.22021302,-25.01242792,0.697939
b350_406_69066,267.18398486,-25.01387391,490.196078
b350_406_59329,267.23805755,-24.89795864,0.481721
b350_406_73658,267.19235968,-25.0172797,0.553146
b350_406_69282,267.24665119,-24.9198718,0.458089
b350_406_83001,267.23428607,-24.98681658,2.505136
b350_406_105809,267.29827121,-24.97129,2.028027
b350_406_40209,267.20129489,-24.8876379,0.535989
b350_406_82289,267.2221295,-25.00281951,0.488773
b350_406_93417,267.30889877,-24.9114927,0.475812
b350_406_105136,267.33101205,-24.91928194,0.293607
b350_406_48159,267.18208634,-24.94386892,0.329974
b350_406_56427,267.17943952,-24.97667985,0.325979
b350_406_73876,267.25247735,-24.9272089,0.358225
b350_406_711,267.12796854,-24.85977198,480.769231
b350_406_6969,267.08877656,-24.94123127,0.509157
b350_406_43719,267.18069826,-24.930603,0.398901
b350_406_94800,267.25374706,-24.99972483,1.072708
b350_406_98465,267.2560364,-25.00927963,0.419166
b350_406_93388,267.27269519,-24.96618225,0.428583
b350_406_17902,267.08900351,-24.97919425,0.528106
b350_406_13693,267.10082162,-24.94629519,0.404924
b350_406_76903,267.24440747,-24.95027086,0.462819
b350_406_108858,267.24524864,-25.06244281,0.670421
b350_406_100208,267.22299955,-25.06520646,0.505929
b350_406_228,267.15060174,-24.82362261,0.20736
b350_406_102066,267.33154109,-24.9075856,1.413088
b350_406_63089,267.2214779,-24.93631874,1.503081
b350_406_42592,267.23325365,-24.8473659,0.462111
b350_406_40977,267.13176643,-24.99540924,2.087726
b350_406_43278,267.18161799,-24.9277667,0.398901
b350_408_57454,267.75559359,-25.19922659,0.283095
b350_408_86679,267.78678461,-25.27231603,14.764506
b350_408_39571,267.69873294,-25.21631701,0.217691
b350_408_81105,267.74257557,-25.3151566,1000.0
b350_408_73800,267.72090449,-25.31813036,1.091441
b350_408_27400,267.71597405,-25.14495901,24.125452
b350_408_78973,267.80579281,-25.21050783,1.122007
b350_408_74662,267.78593191,-25.223198,1075.268817
b350_408_66776,267.80288516,-25.16478377,0.714429
b350_408_25069,267.70016399,-25.16051288,0.573888
b350_408_70748,267.80260822,-25.18161943,17.553098
b350_408_12514,267.68386336,-25.13955662,0.560623
b350_408_35306,267.64650525,-25.27932127,4.16684
b350_408_52972,267.7094723,-25.25146014,847.457627
b350_408_40063,267.74137515,-25.15366423,4.416181
b350_408_87820,267.74021269,-25.34769231,0.29088
b350_408_78585,267.8100438,-25.20257033,0.214601
b350_408_80616,267.82233476,-25.19221469,0.451392
b350_408_7730,267.64908104,-25.17462914,0.281857
b350_408_20688,267.70568938,-25.13629384,1.163183
b350_408_93257,267.77909182,-25.31247193,18.814675
b350_408_68763,267.77842189,-25.20999186,990.09901
b350_408_48323,267.72280866,-25.21294718,10.496484
b350_408_88513,267.83256601,-25.21108696,0.572984
b350_408_89701,267.81273463,-25.24635879,0.62714
b350_408_59430,267.69399917,-25.3003697,1098.901099
b350_408_68643,267.71175292,-25.31035223,1.192449
b350_408_67759,267.72803839,-25.2822404,500.0
b350_408_16593,267.69921123,-25.13111067,0.220903
b350_408_73780,267.80332162,-25.19328458,2.109349
b350_408_7291,267.58865347,-25.2643572,0.221615
b350_408_86607,267.74645746,-25.33290624,0.3141
b350_408_12810,267.62530453,-25.22923097,8.82301
b350_408_93264,267.84716247,-25.20936963,2.02061
b350_408_53136,267.70251339,-25.26266223,0.637288
b350_408_75222,267.72999952,-25.31004835,909.090909
b350_408_90174,267.78178805,-25.29519409,0.284933
b350_408_80547,267.73640065,-25.32202469,0.210304
b350_408_37210,267.71439008,-25.18367897,0.989834
b350_408_28776,267.693914,-25.18342622,0.370399
b350_408_25026,267.6601151,-25.2210011,0.537066
b350_408_60647,267.77048258,-25.18956041,2.975659
b350_408_27284,267.65151283,-25.24210693,0.398901
b350_408_49989,267.70285408,-25.24975669,884.955752
b350_408_4900,267.58641508,-25.25908669,0.221615
b350_408_11098,267.67223854,-25.15201526,925.925926
b350_408_28750,267.65299748,-25.24523687,0.221615
b350_410_55074,267.36151817,-24.69417307,2.176279
b350_410_70325,267.47079532,-24.58116982,0.236263
b350_410_69591,267.44396131,-24.61923824,0.653117
b350_410_14899,267.36881578,-24.54483415,0.346224
b350_410_76497,267.46123983,-24.61697973,0.7145
b350_410_93147,267.52182323,-24.58244632,9.798158
b350_410_31454,267.372284,-24.59658753,0.388843
b350_410_93667,267.44098295,-24.70688106,0.211631
b350_410_10674,267.33823198,-24.57634127,7.230658
b350_410_47253,267.41793816,-24.5816838,0.581446
b350_410_79762,267.41400503,-24.69965711,2.101061
b350_410_79310,267.44842598,-24.64603131,0.386892
b350_410_103364,267.47783459,-24.6850727,0.478858
b350_410_29130,267.40689396,-24.53623874,0.214236
b350_410_46441,267.39509061,-24.61355376,0.386029
b350_410_82616,267.46885969,-24.62629367,41.981528
b350_410_6704,267.33234483,-24.57170639,0.557672
b350_410_49439,267.38903801,-24.6328074,0.671015
b350_410_59880,267.46072129,-24.56066119,0.355767
b350_410_107711,267.49629082,-24.67203097,0.493153
b350_410_80887,267.47340155,-24.61352536,0.935891
b350_410_38298,267.3711937,-24.62185594,0.620413
b350_410_49961,267.3717253,-24.66088561,0.347176
b350_410_41226,267.41389282,-24.567205,4.918355
b350_410_66265,267.46057262,-24.58278307,0.372349
b350_410_33394,267.36103917,-24.62021518,0.600875
b350_412_26347,267.92071384,-24.82202394,0.27571
b350_412_45713,267.91014834,-24.90834618,625.0
b350_412_37557,267.8862134,-24.91557478,0.555914
b350_412_101936,267.97146642,-25.01966783,0.286912
b350_412_54148,267.92031861,-24.92322043,41.876047
b350_412_79273,267.96845484,-24.94006184,0.396687
b350_412_98711,267.97442244,-25.0027444,0.663535
b350_412_21231,267.88354716,-24.86105876,0.466309
b350_412_83102,268.00746198,-24.89410178,0.65585
b350_412_29308,267.88806128,-24.88277454,3.056982
b350_412_38117,267.93123136,-24.8484431,0.607781
b350_412_74321,268.01392935,-24.85219686,0.210349
b350_412_49651,267.92457714,-24.90029944,934.579439
b350_412_70699,267.93573483,-24.95934504,0.352828
b350_412_84640,268.02240136,-24.87666924,0.277387
b350_412_43532,267.91430511,-24.89392027,0.627991
b350_412_70366,267.9245531,-24.9752543,925.925926
b350_412_78902,267.98232003,-24.91731433,0.347851
b350_412_28100,267.85652365,-24.92666044,0.217119
b350_412_82950,267.98869803,-24.92244435,787.401575
b350_412_25010,267.85548181,-24.91737088,131.578947
b350_412_105116,268.02227742,-24.95389728,0.367786
b350_412_91443,267.9834705,-24.96177273,0.379583
b350_412_54058,267.95135616,-24.87518657,0.257518
b350_412_64063,267.90429399,-24.98335548,833.333333
b350_412_75707,267.98282565,-24.90514324,0.216416
b350_412_96078,267.99011361,-24.96885344,0.239267
b350_412_73879,267.95351447,-24.94363106,653.594771
b350_412_53478,267.94623792,-24.88088656,4.365097
b350_412_6942,267.8836835,-24.81098652,0.353061
b350_412_55653,267.95578228,-24.87412499,909.090909
b350_412_100012,267.97008465,-25.01428311,645.16129
b350_412_104576,268.02516476,-24.94719302,1.419507
b350_412_4271,267.80470386,-24.92269616,0.638476
b350_412_94762,267.95494262,-25.01781366,943.396226
b350_412_82326,267.95925153,-24.96537255,31.298905
b350_412_74582,267.92611267,-24.98807708,595.238095
b350_412_3902,267.8859624,-24.79685396,0.321027
b350_414_45288,267.60716817,-24.29440611,0.243346
b350_414_3359,267.52751676,-24.2634598,0.207404
b350_414_23097,267.56830863,-24.27242657,0.208632
b350_414_99983,267.70617874,-24.34245279,0.612111
b350_414_2717,267.56064865,-24.21081238,3.16907
b350_414_39626,267.60043079,-24.28393513,0.890401
b350_414_78791,267.6517363,-24.34828218,2.243561
b350_414_101362,267.72464748,-24.31926259,0.478405
b350_414_31912,267.55027775,-24.33193162,0.392098
b350_414_24374,267.56945434,-24.27525969,11.957432
b350_414_15602,267.57416683,-24.23678658,0.371594
b350_414_97368,267.68845559,-24.35976905,0.505198
b350_414_43408,267.59341032,-24.30848508,0.562079
b350_414_35045,267.54048163,-24.35825788,0.515895
b350_414_61618,267.59472219,-24.37268897,0.382231
b350_414_51546,267.57656144,-24.36355052,0.226312
b350_414_101173,267.73862099,-24.29720094,0.3119
b350_414_59832,267.62033529,-24.32710394,0.488928
b350_414_94232,267.6904575,-24.34532574,2.919623
b350_414_104928,267.74107422,-24.30749684,1.094966
b350_414_48858,267.61077689,-24.301954,5.492996
b350_414_66456,267.65874306,-24.29255594,1.807174
b350_414_2306,267.55301057,-24.22078364,0.232729
b350_414_37983,267.56131871,-24.33742011,1.616554
b350_414_60418,267.67578458,-24.2448244,11.008366
b350_414_106019,267.65741785,-24.43967782,0.369798
b350_414_1613,267.49075261,-24.3124035,0.632751
b350_414_48647,267.61816511,-24.29004394,18.102824
