ID_1,RA_1,Dec,period,ID_2,Type,Subtype,Ra_degrees,Dec_Degrees,RA_2,Decl,I,V,V_I,P_1,T0_1,A_1,A_2,Separation
b313_304_52392,261.39339898,-37.96475094,0.429247,OGLE-BLG-RRLYR-49289,RRLyr,RRab,261.393375,-37.964777777777776,17:25:34.41,-37:57:53.2,16.869,-99.99,-99.99,0.4292497,7000.30088,0.649,-99.99,0.11818131774015853
b313_604_68654,261.74107591,-37.88614844,0.56699,OGLE-BLG-RRLYR-49703,RRLyr,RRab,261.74104166666666,-37.88616666666667,17:26:57.85,-37:53:10.2,18.583,-99.99,-99.99,0.5670047,7000.29096,0.41,-99.99,0.11735190425270942
b313_608_40175,261.86034759,-37.57532891,2.968152,OGLE-BLG-CEP-118,Cep,1,261.86033333333336,-37.57533333333333,17:27:26.48,-37:34:31.2,14.86,-99.99,-99.99,2.9685062,7000.20382,0.099,-99.99,0.043682814145096824
b314_104_63190,262.60820316,-36.86799149,19.600157,OGLE-BLG-T2CEP-0397,T2Cep,WVir,262.6082083333334,-36.868,17:30:25.97,-36:52:04.8,18.354,-99.99,-99.99,19.6021317,7007.12283,0.976,-99.99,0.03406701795042378
b314_104_55186,262.56305998,-36.88033685,10.787487,OGLE-BLG-ELL-001233,ECL,ELL,262.56304166666666,-36.880361111111114,17:30:15.13,-36:52:49.3,17.674,-99.99,-99.99,10.7873771,7005.7178,0.192,0.138,0.10202585550235241
b314_108_55758,262.81616684,-36.50344013,0.308008,OGLE-BLG-ECL-024546,ECL,C,262.8161666666666,-36.50344444444445,17:31:15.88,-36:30:12.4,18.7,-99.99,-99.99,0.6160127,7000.6117,0.568,0.548,0.01554009688894172
b314_108_34606,262.72686388,-36.52211044,0.318451,OGLE-BLG-ECL-023784,ECL,C,262.72683333333333,-36.52211111111111,17:30:54.44,-36:31:19.6,18.777,-99.99,-99.99,0.6368987,7000.0851,0.527,0.516,0.08840630087757895
b314_108_21220,262.6944881,-36.503314,0.310634,OGLE-BLG-ECL-023461,ECL,C,262.6944583333334,-36.50333333333333,17:30:46.67,-36:30:12.0,17.182,19.349,2.167,0.3106348,7000.2883,0.811,0.803,0.11074225351937245
b314_108_76380,262.86481525,-36.53207572,0.368661,OGLE-BLG-ECL-024988,ECL,NC,262.8648333333333,-36.53208333333333,17:31:27.56,-36:31:55.5,18.276,-99.99,-99.99,0.7373122,7000.4982,0.355,0.282,0.059054813674537285
b314_108_27252,262.72468827,-36.49264377,0.674636,OGLE-BLG-ECL-023773,ECL,NC,262.7246666666667,-36.49263888888889,17:30:53.92,-36:29:33.5,15.736,17.728,1.992,1.3492868,7000.2679,0.15,0.068,0.06494584520033135
b314_108_48119,262.77341104,-36.52320739,0.387306,OGLE-BLG-ECL-024153,ECL,NC,262.77341666666666,-36.52322222222222,17:31:05.62,-36:31:23.6,19.226,-99.99,-99.99,0.7745975,7000.7013,1.237,0.16,0.05582210535451015
b314_108_62110,262.77345561,-36.58277249,0.264373,OGLE-BLG-ECL-024154,ECL,NC,262.77345833333334,-36.58277777777778,17:31:05.63,-36:34:58.0,16.115,17.963,1.848,0.2643725,7000.1669,0.211,0.146,0.02059967972123833
b314_108_81724,262.82903698,-36.59979064,0.323415,OGLE-BLG-ECL-024671,ECL,NC,262.8290416666666,-36.599805555555555,17:31:18.97,-36:35:59.3,18.056,20.882,2.826,0.3234137,7000.0952,0.836,0.639,0.05537808314822173
b314_108_48664,262.70331183,-36.61114641,0.256809,OGLE-BLG-ECL-023551,ECL,NC,262.7032916666667,-36.61116666666667,17:30:48.79,-36:36:40.2,18.38,20.745,2.365,0.2568093,7000.2076,0.617,0.465,0.09334287993319351
b314_112_24151,262.9258401,-36.22714009,0.384402,OGLE-BLG-ECL-025505,ECL,NC,262.92583333333334,-36.22716666666666,17:31:42.20,-36:13:37.8,19.16,-99.99,-99.99,0.7688033,7000.3427,0.582,0.284,0.09767317067522313
b314_112_32755,262.9850764,-36.18680311,0.203334,OGLE-BLG-ECL-025928,ECL,C,262.98504166666663,-36.18680555555556,17:31:56.41,-36:11:12.5,18.045,20.968,2.923,0.4066661,7000.2737,0.262,0.248,0.10130261683440334
b314_112_61788,263.00864813,-36.27349372,0.244947,OGLE-BLG-ECL-026165,ECL,NC,263.00862500000005,-36.2735,17:32:02.07,-36:16:24.6,16.566,18.903,2.337,0.4898931,7000.1457,0.267,0.121,0.07083551501157247
b314_112_72760,263.09155669,-36.21320497,0.577127,OGLE-BLG-RRLYR-20076,RRLyr,RRab,263.0915833333333,-36.21319444444445,17:32:21.98,-36:12:47.5,18.31,21.842,3.532,0.5771286,7000.24559,0.407,-99.99,0.08616615327603216
b314_112_23651,262.95148779,-36.19336832,0.3215,OGLE-BLG-ECL-025672,ECL,NC,262.9515,-36.19336111111111,17:31:48.36,-36:11:36.1,18.724,21.267,2.543,0.321502,7000.1816,0.69,0.51,0.04395331053995304
b314_112_47209,262.94992696,-36.28738981,0.514586,OGLE-BLG-RRLYR-19786,RRLyr,RRab,262.94991666666664,-36.28736111111111,17:31:47.98,-36:17:14.5,19.201,-99.99,-99.99,0.5145777,7000.31079,0.841,-99.99,0.10754706706243004
b314_112_23398,262.95321369,-36.19025749,0.42395,OGLE-BLG-ECL-025684,ECL,NC,262.9532083333333,-36.19025,17:31:48.77,-36:11:24.9,19.332,-99.99,-99.99,0.8479118,7000.0085,0.537,0.202,0.03113318914259007
b314_112_59580,263.00015131,-36.27512326,1.694197,OGLE-BLG-ECL-026068,ECL,NC,263.0001249999999,-36.27511111111111,17:32:00.03,-36:16:30.4,18.805,-99.99,-99.99,3.3885349,7001.4605,0.764,0.235,0.08799705007365385
b314_112_53341,263.01265676,-36.23493672,1.402898,OGLE-BLG-ECL-026213,ECL,NC,263.012625,-36.234944444444444,17:32:03.03,-36:14:05.8,16.314,18.774,2.46,1.4029404,7001.2627,0.296,0.09,0.09632467763260312
b314_112_18239,262.89746398,-36.23775213,0.357619,OGLE-BLG-ECL-025280,ECL,NC,262.8974583333333,-36.23775,17:31:35.39,-36:14:15.9,18.791,-99.99,-99.99,0.3576167,7000.2655,0.42,0.269,0.01810044826952165
b314_112_73601,263.00550397,-36.32360952,0.371496,OGLE-BLG-ECL-026123,ECL,NC,263.0055,-36.32361111111111,17:32:01.32,-36:19:25.0,18.399,21.013,2.614,0.371492,7000.0918,0.483,0.327,0.012860851897813639
b314_112_77665,263.08369393,-36.24209713,0.716312,OGLE-BLG-ECL-026974,ECL,NC,263.0837083333334,-36.24208333333333,17:32:20.09,-36:14:31.5,17.538,19.822,2.284,0.7163352,7000.4183,0.301,0.083,0.06492936525548768
b314_112_68379,263.03693913,-36.26396421,0.305493,OGLE-BLG-ECL-026471,ECL,NC,263.0369166666667,-36.26397222222222,17:32:08.86,-36:15:50.3,18.611,20.985,2.374,0.3054915,7000.2988,0.772,0.607,0.07129884471419662
b314_112_87951,263.12656691,-36.22930115,0.299042,OGLE-BLG-ECL-027392,ECL,NC,263.1265833333333,-36.229305555555555,17:32:30.38,-36:13:45.5,16.998,19.296,2.298,0.5980897,7000.1117,0.785,0.267,0.05026080106240778
b314_112_17855,262.88225951,-36.25497025,1.013531,OGLE-BLG-ECL-025143,ECL,NC,262.88225,-36.25497222222222,17:31:31.74,-36:15:17.9,17.043,19.791,2.748,2.0271275,7001.9106,0.221,0.124,0.02850603514421683
b314_112_61887,263.00762244,-36.2751748,1.805282,OGLE-BLG-ECL-026152,ECL,NC,263.00762499999996,-36.275166666666664,17:32:01.83,-36:16:30.6,18.425,-99.99,-99.99,3.6107297,7001.4328,0.639,0.244,0.030207951134743206
b314_116_55667,263.20802139,-35.99927399,1.432111,OGLE-BLG-ECL-028311,ECL,NC,263.20804166666665,-35.99927777777778,17:32:49.93,-35:59:57.4,17.168,21.513,4.345,1.4321405,7000.0709,0.147,0.109,0.0606093893728814
b314_207_59144,262.43259718,-36.37090364,0.38475,OGLE-BLG-ECL-021255,ECL,C,262.43258333333335,-36.370916666666666,17:29:43.82,-36:22:15.3,15.016,16.717,1.701,0.3847487,7000.0674,0.267,0.235,0.06172716127442502
b314_207_57357,262.42385767,-36.37231078,0.356902,OGLE-BLG-ECL-021168,ECL,C,262.42383333333333,-36.372305555555556,17:29:41.72,-36:22:20.3,16.204,18.258,2.054,0.3569032,7000.1957,0.51,0.481,0.07300768950616789
b314_207_61076,262.41167928,-36.40643898,0.733057,OGLE-BLG-ECL-021118,ECL,NC,262.41166666666663,-36.406444444444446,17:29:38.80,-36:24:23.2,14.925,17.129,2.204,1.4661043,7000.6726,0.19,0.139,0.04150382611604823
b314_207_59035,262.44514787,-36.35502985,0.274385,OGLE-BLG-ECL-021359,ECL,NC,262.4451666666667,-36.35502777777778,17:29:46.84,-36:21:18.1,19.411,-99.99,-99.99,0.274385,7000.0908,0.875,0.545,0.05500527739632265
b314_211_49098,262.65285968,-36.04030079,0.342046,OGLE-BLG-ECL-023064,ECL,C,262.6528333333333,-36.04030555555556,17:30:36.68,-36:02:25.1,18.311,-99.99,-99.99,0.3420451,7000.2937,0.558,0.537,0.07858982577855171
b314_308_67991,262.67034098,-36.44254776,1.066462,OGLE-BLG-ECL-023226,ECL,NC,262.6703333333334,-36.44255555555556,17:30:40.88,-36:26:33.2,17.329,20.812,3.483,1.0664636,7000.3168,0.375,0.213,0.03574896016353005
b314_308_33722,262.50712248,-36.47552501,0.239504,OGLE-BLG-ECL-021888,ECL,C,262.50712500000003,-36.47552777777778,17:30:01.71,-36:28:31.9,16.696,19.151,2.455,0.4790061,7000.2411,0.403,0.381,0.01234895826690225
b314_308_6045,262.49962521,-36.34217166,0.279057,OGLE-BLG-ECL-021829,ECL,NC,262.499625,-36.34216666666666,17:29:59.91,-36:20:31.8,16.885,19.123,2.238,0.2790576,7000.2271,0.372,0.318,0.01798631146042449
b314_308_8705,262.47658938,-36.3839091,0.261638,OGLE-BLG-ECL-021636,ECL,C,262.47658333333334,-36.38391666666667,17:29:54.38,-36:23:02.1,17.449,19.936,2.487,0.2616377,7000.1054,0.636,0.616,0.03239023945074449
b314_308_35458,262.51065775,-36.47956002,0.275692,OGLE-BLG-ECL-021931,ECL,NC,262.5106666666667,-36.47955555555556,17:30:02.56,-36:28:46.4,18.639,21.419,2.78,0.2756929,7000.1119,0.541,0.426,0.030405543596318564
b314_308_42444,262.52754573,-36.49444388,0.746765,OGLE-BLG-ELL-001213,ECL,ELL,262.52754166666665,-36.494444444444454,17:30:06.61,-36:29:40.0,14.474,16.643,2.169,1.4935304,7000.1477,0.069,0.065,0.01193392930384178
b314_312_52032,262.88240529,-36.09019886,0.392821,OGLE-BLG-ECL-025144,ECL,NC,262.88237499999997,-36.09022222222223,17:31:31.77,-36:05:24.8,16.665,19.65,2.985,0.7856418,7000.4312,0.262,0.23,0.12181200033503393
b314_312_46237,262.85603067,-36.09584238,0.592298,OGLE-BLG-ECL-024904,ECL,NC,262.85604166666667,-36.09586111111111,17:31:25.45,-36:05:45.1,16.407,19.217,2.81,1.1845988,7000.8783,0.276,0.218,0.07463465593702777
b314_312_7433,262.68189298,-36.12619805,0.397693,OGLE-BLG-ECL-023339,ECL,NC,262.681875,-36.126194444444444,17:30:43.65,-36:07:34.3,16.012,18.611,2.599,0.3976924,7000.2704,0.148,0.109,0.0538692972230323
b314_312_29015,262.7650002,-36.12743403,2.090694,OGLE-BLG-ECL-024113,ECL,NC,262.76500000000004,-36.12744444444445,17:31:03.60,-36:07:38.8,18.117,-99.99,-99.99,4.1813706,7001.0392,0.43,0.228,0.03749651003711404
b314_312_58224,262.8563539,-36.15047579,0.254236,OGLE-BLG-ECL-024909,ECL,NC,262.85633333333334,-36.15047222222222,17:31:25.52,-36:09:01.7,18.258,20.861,2.603,0.5084734,7000.322,1.072,0.589,0.0611492323830369
b314_312_61643,262.89250481,-36.12072047,0.329274,OGLE-BLG-ECL-025225,ECL,NC,262.8925,-36.12072222222222,17:31:34.20,-36:07:14.6,18.441,21.189,2.748,0.3292731,7000.3036,0.492,0.278,0.015344052981773153
b314_404_16527,262.41413243,-36.54392681,0.435284,OGLE-BLG-ECL-021127,ECL,NC,262.414125,-36.54394444444444,17:29:39.39,-36:32:38.2,15.169,17.196,2.027,0.8705763,7000.865,0.504,0.212,0.06702246415094583
b314_408_44435,262.65298235,-36.3210497,0.527112,OGLE-BLG-ECL-023065,ECL,NC,262.6529583333333,-36.32105555555555,17:30:36.71,-36:19:15.8,18.665,-99.99,-99.99,1.0542294,7000.1674,0.577,0.39,0.07278135357463768
b314_408_70055,262.79968654,-36.25276361,0.226232,OGLE-BLG-ECL-024379,ECL,C,262.79966666666667,-36.25277777777778,17:31:11.92,-36:15:10.0,17.691,20.784,3.093,0.4524652,7000.1213,0.273,0.257,0.07700669988025508
b314_408_65756,262.73439476,-36.31364437,0.23211,OGLE-BLG-ECL-023843,ECL,C,262.734375,-36.313694444444444,17:30:56.25,-36:18:49.3,17.105,-99.99,-99.99,0.4642214,7000.2015,0.597,0.577,0.1891618025956792
b314_408_21787,262.65098625,-36.22366947,0.354526,OGLE-BLG-ECL-023048,ECL,NC,262.65095833333334,-36.22366666666667,17:30:36.23,-36:13:25.2,18.047,21.126,3.079,0.70905,7000.661,0.695,0.296,0.08170068374550167
b314_408_76476,262.73888071,-36.35655224,0.534225,OGLE-BLG-ECL-023879,ECL,NC,262.738875,-36.35655555555556,17:30:57.33,-36:21:23.6,17.725,20.73,3.005,1.0684556,7000.4515,0.413,0.195,0.02040892606111761
b314_408_68463,262.71655231,-36.34782309,2.336503,OGLE-BLG-ECL-023674,ECL,NC,262.7165416666666,-36.347833333333334,17:30:51.97,-36:20:52.2,17.388,20.973,3.585,4.6724315,7003.7572,0.939,0.176,0.04808576533386376
b314_408_73703,262.81598799,-36.24939521,0.275457,OGLE-BLG-ECL-024544,ECL,NC,262.81595833333336,-36.24938888888889,17:31:15.83,-36:14:57.8,19.45,-99.99,-99.99,0.2754568,7000.1122,0.847,0.54,0.08905634178095244
b314_412_65683,262.92778517,-36.08157083,2.594034,OGLE-BLG-ECL-025524,ECL,NC,262.9277916666667,-36.081555555555546,17:31:42.67,-36:04:53.6,16.766,20.49,3.724,5.1880699,7002.9823,0.333,0.328,0.05814597524910449
b314_501_30560,261.7092905,-36.11764744,0.550546,OGLE-BLG-RRLYR-49664,RRLyr,RRab,261.70925000000005,-36.117666666666665,17:26:50.22,-36:07:03.6,17.052,-99.99,-99.99,0.5505376,7000.05886,0.582,-99.99,0.13661118901587044
b314_604_69245,262.75920522,-36.66237956,2.103182,OGLE-BLG-T2CEP-0406,T2Cep,BLHer,262.75920833333333,-36.6623888888889,17:31:02.21,-36:39:44.6,18.456,-99.99,-99.99,2.1031978,7000.09591,0.596,-99.99,0.03476661746802855
b314_604_22050,262.54011056,-36.70218269,0.547184,OGLE-BLG-ECL-022207,ECL,NC,262.5400833333333,-36.702194444444444,17:30:09.62,-36:42:07.9,15.963,18.083,2.12,1.094366,7000.6982,0.619,0.529,0.08925348094708163
b314_604_65925,262.75159623,-36.65613848,0.338054,OGLE-BLG-ECL-024006,ECL,NC,262.7515833333333,-36.656166666666664,17:31:00.38,-36:39:22.2,18.537,21.431,2.894,0.338054,7000.1844,0.664,0.535,0.10809179418550822
b314_608_11176,262.81048974,-36.31541249,0.373285,OGLE-BLG-ECL-024483,ECL,C,262.81045833333326,-36.315444444444445,17:31:14.51,-36:18:55.6,16.016,18.647,2.631,0.3732863,7000.3608,0.231,0.228,0.14674167619881093
b314_608_29374,262.81681442,-36.38499812,0.494447,OGLE-BLG-RRLYR-19536,RRLyr,RRab,262.8167916666667,-36.385,17:31:16.03,-36:23:06.0,19.671,-99.99,-99.99,0.4944363,7000.03889,0.746,-99.99,0.06628958783450158
b314_608_18145,262.77266489,-36.39256852,0.328045,OGLE-BLG-ECL-024151,ECL,C,262.7726666666667,-36.39258333333334,17:31:05.44,-36:23:33.3,18.183,20.935,2.752,0.3280473,7000.2007,0.682,0.596,0.05357596096541064
b314_608_17536,262.78376889,-36.37621321,0.356672,OGLE-BLG-ECL-024232,ECL,NC,262.78375,-36.37625,17:31:08.10,-36:22:34.5,18.326,-99.99,-99.99,0.3566757,7000.2882,0.56,0.535,0.14331529918846783
b314_608_49507,262.88904077,-36.37852046,0.930683,OGLE-BLG-ECL-025197,ECL,NC,262.8890416666667,-36.37852777777778,17:31:33.37,-36:22:42.7,16.017,18.487,2.47,1.8614052,7000.0096,0.72,0.581,0.02647188498571838
b314_608_10534,262.74917862,-36.38757194,2.843575,OGLE-BLG-ECL-023979,ECL,NC,262.74916666666667,-36.38758333333333,17:30:59.80,-36:23:15.3,16.489,19.326,2.837,2.8435811,7000.5939,0.615,0.245,0.05368762811991936
b314_608_18213,262.76065675,-36.40758608,0.260935,OGLE-BLG-ECL-024081,ECL,C,262.7606666666666,-36.40758333333333,17:31:02.56,-36:24:27.3,18.913,21.233,2.32,0.2609353,7000.1566,0.719,0.715,0.030385766979030757
b314_608_32704,262.84175503,-36.36790986,0.261732,OGLE-BLG-ECL-024782,ECL,C,262.84175,-36.367916666666666,17:31:22.02,-36:22:04.5,15.572,16.984,1.412,0.2617319,7000.1094,0.211,0.2,0.028514075833783747
b314_608_27491,262.86380623,-36.31955271,1.174412,OGLE-BLG-ECL-024973,ECL,NC,262.8637916666667,-36.31955555555555,17:31:27.31,-36:19:10.4,17.454,20.677,3.223,2.3486624,7001.3299,0.219,0.16,0.0434669742886589
b314_608_64716,262.9331599,-36.38643575,0.530915,OGLE-BLG-ECL-025566,ECL,NC,262.9331666666667,-36.38644444444444,17:31:43.96,-36:23:11.2,17.101,19.678,2.577,0.5309206,7000.1576,0.181,0.118,0.03693598445739932
b314_612_82185,263.22691728,-36.0700966,0.286273,OGLE-BLG-ECL-028543,ECL,C,263.2269166666666,-36.07011111111112,17:32:54.46,-36:04:12.4,17.48,20.485,3.005,0.5725466,7000.5393,0.424,0.415,0.05227047762119374
b314_612_37150,263.09417935,-36.05947217,0.398786,OGLE-BLG-ECL-027082,ECL,NC,263.09416666666664,-36.059472222222226,17:32:22.60,-36:03:34.1,17.532,20.774,3.242,0.7975681,7000.0221,0.219,0.17,0.03691231703156426
b314_612_17358,263.05775923,-36.02638771,0.316154,OGLE-BLG-ECL-026701,ECL,NC,263.05775000000006,-36.02638888888889,17:32:13.86,-36:01:35.0,16.328,18.897,2.569,0.6323041,7000.539,0.202,0.161,0.02720607748503777
b314_612_82617,263.18006142,-36.13048801,0.537161,OGLE-BLG-RRLYR-20259,RRLyr,RRab,263.1800416666666,-36.1305,17:32:43.21,-36:07:49.8,18.914,-99.99,-99.99,0.5371564,7000.2589,0.649,-99.99,0.0718468092693544
b314_612_43348,263.128851,-36.04038091,0.705209,OGLE-BLG-RRLYR-38361,RRLyr,RRab,263.1288333333333,-36.04036111111112,17:32:30.92,-36:02:25.3,19.436,-99.99,-99.99,0.7052062,7000.66078,0.405,-99.99,0.08789207942559764
b314_612_13189,263.03743427,-36.0350786,0.585899,OGLE-BLG-ECL-026480,ECL,NC,263.03741666666673,-36.035083333333326,17:32:08.98,-36:02:06.3,16.121,18.665,2.544,1.1717993,7001.0462,0.328,0.261,0.05400495775862638
b314_612_65242,263.15002747,-36.09937178,0.306238,OGLE-BLG-ECL-027622,ECL,NC,263.15000000000003,-36.09938888888889,17:32:36.00,-36:05:57.8,19.05,-99.99,-99.99,0.3062386,7000.0486,0.646,0.391,0.1008874725254155
b314_612_75863,263.15663755,-36.13284941,1.022129,OGLE-BLG-ECL-027696,ECL,NC,263.15662499999996,-36.132861111111104,17:32:37.59,-36:07:58.3,17.54,20.8,3.26,2.0443726,7001.8231,0.185,0.077,0.05573087549136799
b315_110_71820,263.44030093,-34.71163082,0.234369,OGLE-BLG-ECL-031565,ECL,NC,263.4402916666667,-34.71163888888889,17:33:45.67,-34:42:41.9,18.792,-99.99,-99.99,0.4687414,7000.1758,0.422,0.332,0.0399406945124891
b315_110_81445,263.46402511,-34.71537188,0.583189,OGLE-BLG-RRLYR-20935,RRLyr,RRab,263.4640416666667,-34.71536111111111,17:33:51.37,-34:42:55.3,19.735,-99.99,-99.99,0.5831879,7000.51575,0.377,-99.99,0.06247693217474364
b315_110_70393,263.47952626,-34.65706211,0.487857,OGLE-BLG-RRLYR-20971,RRLyr,RRab,263.47954166666665,-34.65708333333333,17:33:55.09,-34:39:25.5,19.468,-99.99,-99.99,0.487848,7000.35632,0.842,-99.99,0.08898894897638554
b315_110_14242,263.29783056,-34.69199134,0.652265,OGLE-BLG-ECL-029484,ECL,NC,263.297875,-34.692083333333336,17:33:11.49,-34:41:31.5,18.447,21.154,2.707,1.3045686,7000.5605,0.188,0.048,0.3563439138272868
b315_110_87761,263.45762252,-34.74577111,0.204797,OGLE-BLG-ECL-031783,ECL,NC,263.4576666666667,-34.745805555555556,17:33:49.84,-34:44:44.9,18.095,20.849,2.754,0.4095956,7000.4003,0.61,0.461,0.18008490719229386
b315_112_21051,263.8890539,-34.98245788,0.531423,OGLE-BLG-RRLYR-51640,RRLyr,RRab,263.88908333333336,-34.9825,17:35:33.38,-34:58:57.0,18.003,-99.99,-99.99,0.5314408,7000.25714,0.694,-99.99,0.17472627005623628
b315_114_60107,263.62631832,-34.43888555,0.221091,OGLE-BLG-ECL-034570,ECL,C,263.62629166666665,-34.43888888888889,17:34:30.31,-34:26:20.0,12.788,13.94,1.152,0.4421802,7000.4417,0.39,0.385,0.08004215299093252
b315_114_62514,263.70445728,-34.34776907,0.217434,OGLE-BLG-ECL-035892,ECL,C,263.7044583333333,-34.34777777777778,17:34:49.07,-34:20:52.0,16.925,18.994,2.069,0.4348709,7000.0797,0.622,0.607,0.031503950559259135
b315_114_63876,263.71089455,-34.3444288,0.588644,OGLE-BLG-ECL-036013,ECL,NC,263.71087500000004,-34.34444444444444,17:34:50.61,-34:20:40.0,17.54,20.863,3.323,1.1772927,7000.0867,0.378,0.329,0.08092414283693516
b315_114_36170,263.572241,-34.42232887,0.693683,OGLE-BLG-ECL-033675,ECL,NC,263.5722083333333,-34.42230555555555,17:34:17.33,-34:25:20.3,13.759,15.623,1.864,1.3873638,7000.849,0.399,0.25,0.12827715355955777
b315_114_27943,263.59249397,-34.36723715,0.301633,OGLE-BLG-ECL-033996,ECL,NC,263.5925,-34.367222222222225,17:34:22.20,-34:22:02.0,16.849,19.007,2.158,0.6032651,7000.5823,0.606,0.306,0.056648591661631574
b315_114_61069,263.66820352,-34.38897841,0.722053,OGLE-BLG-RRLYR-21420,RRLyr,RRab,263.6682083333333,-34.38900000000001,17:34:40.37,-34:23:20.4,17.971,21.624,3.653,0.7220697,7000.58972,0.408,-99.99,0.07902844038714778
b315_114_75886,263.68681564,-34.41970407,1.298836,OGLE-BLG-ECL-035557,ECL,NC,263.68683333333337,-34.419694444444445,17:34:44.84,-34:25:10.9,15.522,17.729,2.207,2.5978486,7000.042,0.463,0.41,0.06294154980431518
b315_114_56005,263.61161738,-34.44268396,0.289296,OGLE-BLG-ECL-034331,ECL,NC,263.6115833333333,-34.442694444444435,17:34:26.78,-34:26:33.7,18.524,21.188,2.664,0.2892961,7000.2749,0.817,0.622,0.10789789527985663
b315_114_84488,263.72582526,-34.40207718,0.523664,OGLE-BLG-ECL-036279,ECL,C,263.7258333333333,-34.40208333333333,17:34:54.20,-34:24:07.5,16.88,19.058,2.178,0.5236703,7000.434,0.236,0.231,0.03264621875603834
b315_114_38983,263.56014538,-34.44760242,0.210827,OGLE-BLG-ECL-033469,ECL,C,263.56012499999997,-34.44755555555555,17:34:14.43,-34:26:51.2,18.659,21.611,2.952,0.348072,7000.0907,0.689,0.595,0.17923250178425007
b315_114_12977,263.54448942,-34.37515033,1.870592,OGLE-BLG-ECL-033188,ECL,NC,263.54449999999997,-34.375166666666665,17:34:10.68,-34:22:30.6,15.543,17.431,1.888,3.7411419,7003.2667,1.943,0.185,0.06668649888532767
b315_114_45652,263.66503685,-34.33746178,1.986729,OGLE-BLG-ECL-035200,ECL,NC,263.6650416666667,-34.337472222222225,17:34:39.61,-34:20:14.9,17.939,20.82,2.881,3.9733817,7002.4077,0.459,0.102,0.04022645811268418
b315_116_72124,264.25618781,-34.69952529,0.233172,OGLE-BLG-ECL-045107,ECL,C,264.25620833333335,-34.699527777777774,17:37:01.49,-34:41:58.3,15.991,18.008,2.017,0.4663503,7000.3916,0.381,0.369,0.0614003216443387
b315_116_53568,264.22059524,-34.67524284,0.624454,OGLE-BLG-ECL-044531,ECL,NC,264.2205833333333,-34.67525,17:36:52.94,-34:40:30.9,17.521,20.927,3.406,1.2489057,7001.0015,0.416,0.366,0.04366955030183299
b315_116_29447,264.16051,-34.66454133,0.201891,OGLE-BLG-ECL-043618,ECL,NC,264.1605,-34.66455555555556,17:36:38.52,-34:39:52.4,16.868,19.068,2.2,0.4037832,7000.081,0.344,0.272,0.059155834697550584
b315_116_30581,264.1775893,-34.6463497,0.234914,OGLE-BLG-ECL-043838,ECL,NC,264.17758333333336,-34.64636111111111,17:36:42.62,-34:38:46.9,16.355,18.439,2.084,0.469827,7000.2264,0.429,0.399,0.044719503586591484
b315_116_70487,264.19947432,-34.76750444,0.349906,OGLE-BLG-ECL-044186,ECL,C,264.1994583333334,-34.76749999999999,17:36:47.87,-34:46:03.0,18.217,21.659,3.442,0.6998192,7000.1547,0.488,0.481,0.049906321650043245
b315_116_20033,264.17191459,-34.6151397,0.368008,OGLE-BLG-ECL-043764,ECL,NC,264.17191666666673,-34.615138888888886,17:36:41.26,-34:36:54.5,15.241,17.056,1.815,0.3680103,7000.0995,0.251,0.213,0.006810392958743266
b315_116_23607,264.17921749,-34.61864446,11.781338,OGLE-BLG-ECL-043861,ECL,NC,264.17920833333335,-34.61863888888889,17:36:43.01,-34:37:07.1,17.382,21.562,4.18,23.5562271,7004.4372,0.627,0.35,0.033736617259885526
b315_116_84915,264.25251138,-34.75281208,0.761278,OGLE-BLG-ECL-045043,ECL,NC,264.25250000000005,-34.752805555555554,17:37:00.60,-34:45:10.1,17.878,21.285,3.407,1.5225258,7001.3402,0.37,0.335,0.041044945851385274
b315_116_12847,264.13651229,-34.63503508,2.127071,OGLE-BLG-ECL-043294,ECL,NC,264.1365416666667,-34.63505555555555,17:36:32.77,-34:38:06.2,17.727,21.273,3.546,4.2539407,7000.3321,1.502,0.236,0.11403966477164848
b315_116_92441,264.2436697,-34.79441476,0.392095,OGLE-BLG-ECL-044894,ECL,C,264.2436666666667,-34.79441666666666,17:36:58.48,-34:47:39.9,18.753,-99.99,-99.99,0.7841847,7000.4524,0.426,0.386,0.0112929875970067
b315_116_8100,264.13565227,-34.61842295,0.597704,OGLE-BLG-RRLYR-22583,RRLyr,RRab,264.1356666666666,-34.61841666666667,17:36:32.56,-34:37:06.3,18.438,-99.99,-99.99,0.597702,7000.26901,0.494,-99.99,0.048278997454689755
b315_116_77622,264.20700398,-34.78476242,0.208615,OGLE-BLG-ECL-044312,ECL,C,264.20700000000005,-34.784777777777784,17:36:49.68,-34:47:05.2,18.988,-99.99,-99.99,0.4172302,7000.3469,0.544,0.525,0.05652644808493119
b315_116_20769,264.18431838,-34.60162696,0.519759,OGLE-BLG-RRLYR-22699,RRLyr,RRab,264.1843333333333,-34.60163888888889,17:36:44.24,-34:36:05.9,18.008,21.368,3.36,0.5197576,7000.00266,0.622,-99.99,0.061705603332491955
b315_116_90660,264.2789078,-34.74111943,0.431999,OGLE-BLG-ECL-045524,ECL,NC,264.2789583333333,-34.74111111111111,17:37:06.95,-34:44:28.0,18.812,-99.99,-99.99,0.8640092,7000.6551,0.901,0.41,0.15246038605066561
