ID_1,RA_1,Dec,period,ID_2,Type,Subtype,Ra_degrees,Dec_Degrees,RA_2,Decl,I,V,V_I,P_1,T0_1,A_1,A_2,Separation
b321_316_23239,269.22288453,-27.13401415,0.653078,OGLE-BLG-RRLYR-32604,RRLyr,RRab,269.222875,-27.134000000000004,17:56:53.49,-27:08:02.4,18.714,-99.99,-99.99,0.6530744,7000.08249,0.285,-99.99,0.05938935196920657
b321_316_46991,269.29591944,-27.10957414,0.60638,OGLE-BLG-RRLYR-32663,RRLyr,RRab,269.2959583333333,-27.10955555555556,17:57:11.03,-27:06:34.4,19.385,-99.99,-99.99,0.6063804,7000.54643,0.742,-99.99,0.14145538596820947
b321_316_9902,269.20894416,-27.10632706,0.432672,OGLE-BLG-ECL-201556,ECL,NC,269.20895833333327,-27.10633333333333,17:56:50.15,-27:06:22.8,18.986,-99.99,-99.99,0.865349,7000.3378,0.798,0.318,0.050724566293026574
b321_316_14939,269.28119289,-27.01290065,0.394992,OGLE-BLG-ECL-205110,ECL,C,269.2812083333333,-27.012916666666662,17:57:07.49,-27:00:46.5,17.619,20.029,2.41,0.3949896,7000.0849,0.572,0.508,0.07601293916122294
b321_316_91090,269.36225548,-27.17537698,3.134207,OGLE-BLG-ECL-208750,ECL,NC,269.36224999999996,-27.175388888888886,17:57:26.94,-27:10:31.4,18.054,-99.99,-99.99,6.2678225,7006.1465,0.575,0.165,0.04632516245560615
b321_316_3690,269.17119023,-27.14123945,1.894729,OGLE-BLG-ECL-199776,ECL,NC,269.1711666666667,-27.14125,17:56:41.08,-27:08:28.5,18.445,-99.99,-99.99,3.7896322,7000.6118,0.755,0.454,0.08450318283216707
b321_316_20193,269.27604871,-27.04055287,0.33629,OGLE-BLG-ECL-204865,ECL,NC,269.2760833333333,-27.040555555555553,17:57:06.26,-27:02:26.0,17.565,19.53,1.965,0.3362902,7000.182,0.722,0.618,0.11143870834214407
b321_316_93179,269.36537527,-27.17877569,0.41016,OGLE-BLG-ELL-013316,ECL,ELL,269.365375,-27.17877777777778,17:57:27.69,-27:10:43.6,14.877,16.253,1.376,0.4101599,7000.2962,0.145,0.071,0.007565574863484241
b321_316_14291,269.1999316,-27.13661125,0.521086,OGLE-BLG-RRLYR-32583,RRLyr,RRab,269.19991666666664,-27.136611111111108,17:56:47.98,-27:08:11.8,18.919,-99.99,-99.99,0.5210826,7000.18489,0.596,-99.99,0.04784479475005034
b321_316_72816,269.30787373,-27.19000002,0.955274,OGLE-BLG-ECL-206077,ECL,NC,269.30791666666664,-27.18997222222222,17:57:13.90,-27:11:23.9,19.664,-99.99,-99.99,1.9105342,7001.7606,1.124,0.251,0.1700536361124219
b321_316_13133,269.26528836,-27.03094071,0.279949,OGLE-BLG-ECL-204357,ECL,NC,269.2652916666667,-27.03094444444444,17:57:03.67,-27:01:51.4,17.305,-99.99,-99.99,0.279949,7000.0843,0.566,0.449,0.01712243935615827
b321_316_24895,269.22097821,-27.14325021,0.586421,OGLE-BLG-RRLYR-32598,RRLyr,RRab,269.221,-27.14325,17:56:53.04,-27:08:35.7,18.61,-99.99,-99.99,0.5864148,7000.3639,0.345,-99.99,0.06980895248173019
b321_316_16913,269.25533536,-27.06040626,0.416242,OGLE-BLG-ECL-203842,ECL,NC,269.2553333333334,-27.060416666666665,17:57:01.28,-27:03:37.5,16.158,17.758,1.6,0.8324965,7000.1384,0.38,0.123,0.03802323023945556
b321_402_28427,268.19908237,-27.62462033,1.244787,OGLE-BLG-ECL-153530,ECL,NC,268.19908333333336,-27.62463888888889,17:52:47.78,-27:37:28.7,19.056,-99.99,-99.99,1.2448646,7000.5708,0.487,0.181,0.06688261809430376
b321_402_20088,268.19796037,-27.59367583,0.234406,OGLE-BLG-ECL-153475,ECL,C,268.1979583333333,-27.593694444444445,17:52:47.51,-27:35:37.3,17.774,-99.99,-99.99,0.4688276,7000.0671,0.389,0.37,0.0673263127999881
b321_402_29522,268.24732221,-27.55617589,1.304512,OGLE-BLG-ECL-155810,ECL,NC,268.2473333333333,-27.556194444444444,17:52:59.36,-27:33:22.3,16.557,-99.99,-99.99,1.3045822,7000.4866,0.133,0.058,0.07564422529234202
b321_404_35463,268.7577649,-27.8968063,0.718695,OGLE-BLG-RRLYR-32044,RRLyr,RRab,268.75779166666666,-27.896805555555552,17:55:01.87,-27:53:48.5,18.428,-99.99,-99.99,0.718689,7000.15089,0.333,-99.99,0.08520432823960995
b321_404_7858,268.69135117,-27.89143314,0.576004,OGLE-BLG-RRLYR-31943,RRLyr,RRab,268.69137499999994,-27.891444444444446,17:54:45.93,-27:53:29.2,18.611,-99.99,-99.99,0.5760106,7000.23002,0.476,-99.99,0.08605354919917056
b321_404_75158,268.86823779,-27.89635376,0.521303,OGLE-BLG-RRLYR-32200,RRLyr,RRab,268.86825000000005,-27.896361111111112,17:55:28.38,-27:53:46.9,17.509,20.488,2.979,0.5213026,7000.4576,0.7,-99.99,0.047005520207925436
b321_404_51231,268.83142458,-27.8501698,3.526964,OGLE-BLG-ECL-183546,ECL,NC,268.83141666666666,-27.850166666666663,17:55:19.54,-27:51:00.6,19.198,-99.99,-99.99,7.0536685,7000.6677,0.639,0.411,0.027598710727117635
b321_404_59279,268.76240865,-27.98621687,0.670151,OGLE-BLG-RRLYR-32051,RRLyr,RRab,268.7624166666667,-27.986194444444447,17:55:02.98,-27:59:10.3,18.598,22.095,3.497,0.6701643,7000.63982,0.662,-99.99,0.08465900788834374
b321_404_28302,268.72343424,-27.92124561,0.286765,OGLE-BLG-ECL-178680,ECL,NC,268.7234583333333,-27.921277777777775,17:54:53.63,-27:55:16.6,18.423,21.668,3.245,0.5735303,7000.5333,0.517,0.424,0.1388673391143574
b321_404_33286,268.76947635,-27.8710259,0.284483,OGLE-BLG-ECL-180647,ECL,NC,268.7694583333334,-27.871027777777776,17:55:04.67,-27:52:15.7,17.351,-99.99,-99.99,0.2844857,7000.1343,0.366,0.283,0.057733507537074256
b321_404_87551,268.83793271,-27.99852989,1.450831,OGLE-BLG-RRLYR-32147,RRLyr,RRab,268.8379166666666,-27.99852777777778,17:55:21.10,-27:59:54.7,18.095,21.752,3.657,0.7253925,7000.69853,0.23,-99.99,0.0515600138592119
b321_404_74893,268.85407637,-27.91639645,0.606711,OGLE-BLG-ECL-184733,ECL,NC,268.8540833333333,-27.91641666666667,17:55:24.98,-27:54:59.1,17.619,20.515,2.896,0.6067157,7000.3182,0.458,0.219,0.07607621013266198
b321_404_24033,268.70228777,-27.93701205,0.598401,OGLE-BLG-ECL-177763,ECL,NC,268.70229166666667,-27.93702777777778,17:54:48.55,-27:56:13.3,13.892,14.978,1.086,0.5984015,7000.199,0.112,0.066,0.05796047198845643
b321_404_56069,268.83343171,-27.86686975,0.515395,OGLE-BLG-RRLYR-32138,RRLyr,RRab,268.83345833333334,-27.866888888888884,17:55:20.03,-27:52:00.8,18.038,21.622,3.584,0.5153972,7000.21772,0.68,-99.99,0.10920762622484774
b321_404_89681,268.8809023,-27.9439351,0.841723,OGLE-BLG-ECL-186015,ECL,NC,268.8809166666666,-27.943944444444444,17:55:31.42,-27:56:38.2,15.015,16.812,1.797,1.683498,7001.1018,0.155,0.142,0.05673804760663549
b321_404_52340,268.78176792,-27.92903127,0.509474,OGLE-BLG-RRLYR-32071,RRLyr,RRab,268.78179166666666,-27.92902777777778,17:55:07.63,-27:55:44.5,18.236,-99.99,-99.99,0.5094731,7000.2645,0.711,-99.99,0.07657022306613114
b321_404_77675,268.81574264,-27.98675275,3.769886,OGLE-BLG-ECL-182777,ECL,NC,268.81575,-27.986749999999997,17:55:15.78,-27:59:12.3,18.745,-99.99,-99.99,7.5383281,7005.8795,1.16,0.286,0.02540572590118478
b321_408_75633,269.04729814,-27.60297763,0.256087,OGLE-BLG-ECL-193916,ECL,C,269.04729166666664,-27.603000000000005,17:56:11.35,-27:36:10.8,15.252,17.34,2.088,0.5121736,7000.2217,0.21,0.196,0.08313776828224238
b321_408_26757,268.98651179,-27.51033147,2.088511,OGLE-BLG-ECL-190975,ECL,NC,268.9865416666667,-27.51033333333333,17:55:56.77,-27:30:37.2,20.517,-99.99,-99.99,4.1769053,7002.8121,1.056,0.527,0.09562993742959766
b321_408_3744,268.95649061,-27.47266348,0.372952,OGLE-BLG-ECL-189531,ECL,C,268.9565,-27.472666666666665,17:55:49.56,-27:28:21.6,17.489,20.867,3.378,0.7459041,7000.3695,0.407,0.404,0.03211112438803452
b321_408_34342,268.92524672,-27.63148581,0.61518,OGLE-BLG-RRLYR-32286,RRLyr,RRab,268.92525,-27.6315,17:55:42.06,-27:37:53.4,17.749,21.253,3.504,0.6151858,7000.09536,0.531,-99.99,0.05214416077586843
b321_408_87218,269.05439412,-27.63800543,2.881595,OGLE-BLG-ECL-194290,ECL,NC,269.05437500000005,-27.638027777777783,17:56:13.05,-27:38:16.9,19.355,-99.99,-99.99,5.7628879,7004.8098,0.717,0.435,0.10094968937962143
b321_408_29189,268.95226323,-27.57127421,0.281607,OGLE-BLG-ECL-189325,ECL,NC,268.95229166666667,-27.571305555555554,17:55:48.55,-27:34:16.7,16.202,17.898,1.696,0.5632156,7000.329,0.663,0.237,0.14480552069296623
b321_408_8450,268.96219452,-27.48099846,10.415582,OGLE-BLG-T2CEP-0826,T2Cep,WVir,268.9622083333333,-27.481,17:55:50.93,-27:28:51.6,16.283,20.98,4.697,10.4115271,7008.72352,0.196,-99.99,0.04446386901878043
b321_408_88193,269.04248253,-27.6598548,0.30242,OGLE-BLG-ECL-193693,ECL,C,269.04245833333334,-27.659861111111113,17:56:10.19,-27:39:35.5,17.105,18.93,1.825,0.3024218,7000.0163,0.784,0.652,0.08042895879836284
b321_408_11251,268.92558494,-27.54682979,1.697851,OGLE-BLG-ECL-188110,ECL,NC,268.92558333333335,-27.546833333333332,17:55:42.14,-27:32:48.6,18.017,-99.99,-99.99,3.3956654,7000.5559,0.147,0.11,0.013748267259858135
b321_408_38766,268.91828539,-27.65841236,0.389325,OGLE-BLG-ECL-187779,ECL,C,268.9182916666667,-27.658416666666668,17:55:40.39,-27:39:30.3,16.63,18.364,1.734,0.3893275,7000.1727,0.345,0.303,0.02531665699454674
b321_408_13018,268.96826276,-27.48825433,0.307719,OGLE-BLG-ECL-190105,ECL,C,268.96824999999995,-27.48825,17:55:52.38,-27:29:17.7,17.207,18.996,1.789,0.3077204,7000.2066,0.666,0.584,0.043629744435769
b321_408_23198,268.92462782,-27.59132582,9.248983,OGLE-BLG-ECL-188058,ECL,NC,268.924625,-27.59133333333333,17:55:41.91,-27:35:28.8,19.188,-99.99,-99.99,9.2497089,7003.3459,0.423,0.201,0.028505234926616767
b321_408_81792,269.08070434,-27.57657536,0.644301,OGLE-BLG-RRLYR-32480,RRLyr,RRab,269.08070833333335,-27.576583333333332,17:56:19.37,-27:34:35.7,19.058,-99.99,-99.99,0.6443033,7000.50995,0.293,-99.99,0.03140538428094
b321_408_41833,268.92840826,-27.65484991,5.613562,OGLE-BLG-ECL-188245,ECL,NC,268.92841666666664,-27.65486111111111,17:55:42.82,-27:39:17.5,18.061,-99.99,-99.99,11.2270995,7001.485,0.244,0.136,0.04842127958141752
b321_408_25607,268.94476789,-27.56948308,0.480324,OGLE-BLG-RRLYR-32310,RRLyr,RRab,268.9447916666667,-27.5695,17:55:46.75,-27:34:10.2,19.239,-99.99,-99.99,0.4803193,7000.31624,0.825,-99.99,0.0973012238576453
b321_408_31958,268.93895419,-27.6017063,0.372774,OGLE-BLG-ECL-188751,ECL,NC,268.9389583333334,-27.601722222222225,17:55:45.35,-27:36:06.2,13.674,14.543,0.869,0.7455432,7000.5648,0.809,0.36,0.05882438828156556
b321_408_21484,268.92988068,-27.57718271,0.486528,OGLE-BLG-RRLYR-32292,RRLyr,RRab,268.92991666666666,-27.577194444444444,17:55:43.18,-27:34:37.9,19.311,-99.99,-99.99,0.4865246,7000.25931,0.764,-99.99,0.12235705938107844
b321_408_13771,268.96573648,-27.49478772,5.191838,OGLE-BLG-ECL-189962,ECL,NC,268.96575,-27.494805555555555,17:55:51.78,-27:29:41.3,14.562,18.076,3.514,10.3854607,7006.4086,0.4,0.12,0.07737387234793112
b321_408_57244,269.05148333,-27.52564742,0.580366,OGLE-BLG-RRLYR-32463,RRLyr,RRab,269.05150000000003,-27.525666666666666,17:56:12.36,-27:31:32.4,20.096,-99.99,-99.99,0.5803701,7000.39784,0.491,-99.99,0.0873674776479033
b321_408_66440,269.05580883,-27.55380776,0.318489,OGLE-BLG-ECL-194370,ECL,NC,269.05583333333334,-27.553805555555556,17:56:13.40,-27:33:13.7,20.299,-99.99,-99.99,0.6369722,7000.4356,0.977,0.411,0.07860833392340202
b321_408_39073,268.97282638,-27.57697632,1.448037,OGLE-BLG-ECL-190331,ECL,NC,268.97283333333337,-27.576999999999995,17:55:53.48,-27:34:37.2,19.943,-99.99,-99.99,2.8961314,7001.8219,1.543,0.251,0.08808821408019453
b321_410_81712,268.71533137,-27.0481329,0.633,OGLE-BLG-ECL-178313,ECL,NC,268.7153333333333,-27.04813888888889,17:54:51.68,-27:02:53.3,17.68,21.162,3.482,1.2660015,7000.1146,0.592,0.545,0.022460183015458383
b321_410_79379,268.75386477,-26.98078885,0.706449,OGLE-BLG-ECL-179994,ECL,NC,268.7538333333333,-26.980805555555552,17:55:00.92,-26:58:50.9,16.476,18.829,2.353,1.4128902,7000.9125,0.184,0.053,0.11742397615221814
b321_410_6803,268.58522315,-26.95427148,0.622735,OGLE-BLG-ECL-172327,ECL,NC,268.58520833333336,-26.954305555555557,17:54:20.45,-26:57:15.5,16.667,-99.99,-99.99,1.2454498,7000.0707,0.342,0.08,0.13156368406702154
b321_410_9450,268.60626087,-26.93273934,1.031332,OGLE-BLG-ECL-173274,ECL,NC,268.60625,-26.932749999999995,17:54:25.50,-26:55:57.9,17.812,21.395,3.583,2.0626287,7001.9608,0.722,0.128,0.05186394486199293
b321_410_51896,268.69553745,-26.96470499,1.201273,OGLE-BLG-ECL-177428,ECL,NC,268.6955,-26.96472222222222,17:54:46.92,-26:57:53.0,18.157,-99.99,-99.99,2.4024702,7000.5625,1.771,0.301,0.13523184980988884
b321_412_83647,269.2701659,-27.27762928,14.080541,OGLE-BLG-T2CEP-0838,T2Cep,WVir,269.2701666666667,-27.27763888888889,17:57:04.84,-27:16:39.5,18.296,-99.99,-99.99,14.0823928,7002.87309,0.846,-99.99,0.034678870429810466
b321_412_58206,269.17192388,-27.33653693,0.725484,OGLE-BLG-ECL-199810,ECL,C,269.1719166666667,-27.33655555555556,17:56:41.26,-27:20:11.6,18.061,-99.99,-99.99,1.4509716,7001.195,0.558,0.543,0.07090912368219848
b321_412_53320,269.19046314,-27.2903494,0.699242,OGLE-BLG-ECL-200698,ECL,NC,269.1904583333333,-27.290361111111107,17:56:45.71,-27:17:25.3,14.141,15.761,1.62,1.3984755,7000.2428,0.299,0.118,0.04487702660015788
b321_412_75094,269.22420693,-27.31690349,0.819256,OGLE-BLG-ECL-202289,ECL,NC,269.2242083333333,-27.316916666666668,17:56:53.81,-27:19:00.9,15.443,17.252,1.809,0.8192588,7000.1167,0.295,0.151,0.04764789310323014
b321_412_16304,269.17286558,-27.18447323,0.677557,OGLE-BLG-ECL-199859,ECL,NC,269.17287500000003,-27.1845,17:56:41.49,-27:11:04.2,18.599,-99.99,-99.99,1.3551167,7000.6693,0.39,0.358,0.10098294418836845
b321_412_68157,269.21850397,-27.30034104,0.232665,OGLE-BLG-ECL-202013,ECL,C,269.2185,-27.300333333333334,17:56:52.44,-27:18:01.2,16.745,18.815,2.07,0.4653314,7000.328,0.208,0.2,0.030512645517203556
b321_412_14493,269.1636997,-27.19209856,0.405765,OGLE-BLG-RRLYR-32548,RRLyr,RRab,269.1637083333334,-27.192111111111107,17:56:39.29,-27:11:31.6,17.452,-99.99,-99.99,0.4057618,7000.03335,0.848,-99.99,0.05297018878412677
b321_412_11650,269.14819617,-27.20606651,0.389964,OGLE-BLG-ECL-198690,ECL,C,269.14820833333334,-27.206083333333332,17:56:35.57,-27:12:21.9,17.577,20.182,2.605,0.389965,7000.2195,0.466,0.383,0.0720042035561456
b321_412_49199,269.17048332,-27.30602434,0.396272,OGLE-BLG-ECL-199744,ECL,C,269.1704583333333,-27.30602777777778,17:56:40.91,-27:18:21.7,17.823,20.373,2.55,0.3962685,7000.2446,0.384,0.343,0.0808810223549826
b321_412_47337,269.15691524,-27.32031753,0.273391,OGLE-BLG-ECL-199071,ECL,NC,269.15691666666675,-27.32033333333333,17:56:37.66,-27:19:13.2,18.698,21.579,2.881,0.5467893,7000.3934,0.509,0.468,0.05707470163590097
b321_412_50681,269.24248811,-27.20048343,3.020327,OGLE-BLG-ECL-203226,ECL,NC,269.2425,-27.2005,17:56:58.20,-27:12:01.8,17.866,-99.99,-99.99,6.0414879,7002.6527,0.932,0.189,0.07076522633105695
b321_412_10427,269.165512,-27.17491408,0.608876,OGLE-BLG-RRLYR-32551,RRLyr,RRab,269.1655,-27.174916666666668,17:56:39.72,-27:10:29.7,18.578,-99.99,-99.99,0.6088769,7000.13038,0.246,-99.99,0.039543495775963666
b321_412_59398,269.16183813,-27.35623848,0.350486,OGLE-BLG-ECL-199342,ECL,NC,269.16183333333333,-27.35625,17:56:38.84,-27:21:22.5,19.495,-99.99,-99.99,0.3504916,7000.3117,0.765,0.618,0.04421703371986503
b321_412_84683,269.23073877,-27.34253854,0.385214,OGLE-BLG-ECL-202623,ECL,NC,269.23075,-27.34252777777778,17:56:55.38,-27:20:33.1,18.959,-99.99,-99.99,0.7704095,7000.6266,0.493,0.29,0.05282721733510499
b321_412_66595,269.27173831,-27.21239073,0.437244,OGLE-BLG-RRLYR-32643,RRLyr,RRab,269.27175,-27.21238888888889,17:57:05.22,-27:12:44.6,18.505,-99.99,-99.99,0.4372449,7000.14344,0.777,-99.99,0.03800840304039141
b321_414_62124,268.90877802,-26.67332333,0.336121,OGLE-BLG-ECL-187341,ECL,NC,268.9087916666667,-26.673305555555554,17:55:38.11,-26:40:23.9,17.105,19.232,2.127,0.3361194,7000.0252,0.542,0.432,0.07759934831966772
b321_414_82245,268.91641135,-26.73806929,2.281334,OGLE-BLG-ECL-187688,ECL,NC,268.91641666666663,-26.738055555555555,17:55:39.94,-26:44:17.0,17.722,-99.99,-99.99,4.5628798,7000.2111,0.148,0.087,0.05231533094682841
b321_414_45808,268.87574386,-26.66078009,0.225332,OGLE-BLG-ECL-185761,ECL,C,268.87575,-26.660777777777778,17:55:30.18,-26:39:38.8,16.976,19.496,2.52,0.4506636,7000.0974,0.365,0.321,0.021436057497627184
b321_414_52877,268.90400203,-26.64483901,0.329754,OGLE-BLG-ECL-187120,ECL,C,268.904,-26.644833333333334,17:55:36.96,-26:38:41.4,18.022,20.619,2.597,0.3297547,7000.265,0.646,0.594,0.021454510718826328
b321_414_56033,268.92170134,-26.62993378,0.21499,OGLE-BLG-ECL-187919,ECL,C,268.9217083333333,-26.629944444444444,17:55:41.21,-26:37:47.8,17.56,20.175,2.615,0.4299804,7000.3348,0.17,0.167,0.04450208644165616
b321_414_30315,268.82964565,-26.67196904,0.322189,OGLE-BLG-ECL-183453,ECL,NC,268.82966666666664,-26.671972222222227,17:55:19.12,-26:40:19.1,18.496,21.091,2.595,0.3221889,7000.0684,0.428,0.293,0.06857281222630611
b321_414_78166,268.93226207,-26.698417,3.12852,OGLE-BLG-ECL-188413,ECL,NC,268.93225,-26.69841666666667,17:55:43.74,-26:41:54.3,19.59,-99.99,-99.99,6.2569562,7003.5908,0.661,0.219,0.038837856013403685
b321_416_94421,269.50574525,-26.96458699,0.477904,OGLE-BLG-ECL-215357,ECL,C,269.50575000000003,-26.964583333333334,17:58:01.38,-26:57:52.5,17.966,-99.99,-99.99,0.9558145,7000.0998,0.439,0.437,0.020138996878524898
b321_416_14239,269.37708027,-26.86092215,0.397216,OGLE-BLG-ECL-209457,ECL,NC,269.3770416666667,-26.86091666666667,17:57:30.49,-26:51:39.3,13.585,14.787,1.202,0.7944337,7000.1062,0.51,0.317,0.12553943062564388
b321_416_44310,269.3829189,-26.96400119,0.846955,OGLE-BLG-RRLYR-32726,RRLyr,RRab,269.3829166666667,-26.964,17:57:31.90,-26:57:50.4,18.57,-99.99,-99.99,0.8469536,7000.62018,0.548,-99.99,0.008348891474981088
b321_416_37824,269.34406988,-27.00063842,0.560758,OGLE-BLG-ECL-207833,ECL,NC,269.34404166666667,-27.00063888888889,17:57:22.57,-27:00:02.3,15.869,17.508,1.639,0.5607511,7000.5009,0.354,0.196,0.09051297805246525
b321_416_43547,269.38905336,-26.95156744,0.261971,OGLE-BLG-ECL-210076,ECL,NC,269.3890416666667,-26.95158333333333,17:57:33.37,-26:57:05.7,17.357,19.967,2.61,0.5239405,7000.3528,0.931,0.396,0.06842307671488662
b321_416_46086,269.40584386,-26.93471718,0.225997,OGLE-BLG-ECL-210887,ECL,C,269.40583333333336,-26.934722222222224,17:57:37.40,-26:56:05.0,16.27,17.858,1.588,0.4519968,7000.4058,0.413,0.378,0.03835273604277494
b321_416_42056,269.41058256,-26.91244615,0.764696,OGLE-BLG-RRLYR-32750,RRLyr,RRab,269.41058333333336,-26.912444444444446,17:57:38.54,-26:54:44.8,19.355,-99.99,-99.99,0.764695,7000.62012,0.649,-99.99,0.00662286646127698
b321_416_67022,269.39214551,-27.03481377,1.184848,OGLE-BLG-ECL-210217,ECL,NC,269.392125,-27.034805555555554,17:57:34.11,-27:02:05.3,18.389,-99.99,-99.99,2.3696714,7000.1798,1.289,0.223,0.07211054292461407
b321_416_44200,269.34786267,-27.01816752,0.478501,OGLE-BLG-ECL-208029,ECL,NC,269.3478333333333,-27.018166666666662,17:57:23.48,-27:01:05.4,19.563,-99.99,-99.99,0.9570178,7000.5047,0.981,0.512,0.09413591226046315
b321_416_38331,269.36320837,-26.97275284,0.753653,OGLE-BLG-ECL-208809,ECL,NC,269.3632083333333,-26.97275,17:57:27.17,-26:58:21.9,16.653,19.252,2.599,1.5073142,7001.3917,0.454,0.401,0.010224676784154226
b321_416_78721,269.47016806,-26.95784268,0.408022,OGLE-BLG-ECL-213844,ECL,NC,269.47016666666667,-26.957833333333333,17:57:52.84,-26:57:28.2,16.384,17.918,1.534,0.4080223,7000.2485,0.29,0.172,0.03394373897033341
b321_416_21890,269.32241928,-26.97465238,0.695067,OGLE-BLG-ECL-206800,ECL,NC,269.32241666666664,-26.974666666666668,17:57:17.38,-26:58:28.8,18.732,-99.99,-99.99,1.3901152,7000.1097,1.214,0.296,0.052110940240548395
b321_416_27530,269.33269063,-26.97942464,0.230146,OGLE-BLG-ECL-207278,ECL,NC,269.3327083333333,-26.979416666666665,17:57:19.85,-26:58:45.9,19.382,-99.99,-99.99,0.4602902,7000.368,1.055,0.509,0.06363730895710261
b321_416_34881,269.34040952,-26.99529457,0.523541,OGLE-BLG-ECL-207645,ECL,NC,269.34041666666667,-26.995277777777776,17:57:21.70,-26:59:43.0,17.592,20.091,2.499,0.5235429,7000.2418,0.433,0.192,0.06465283979560213
b321_416_40377,269.36546018,-26.97670872,0.232077,OGLE-BLG-ECL-208932,ECL,NC,269.3654583333333,-26.976694444444448,17:57:27.71,-26:58:36.1,18.3,-99.99,-99.99,0.4641571,7000.405,0.517,0.432,0.05173237866285494
b321_416_55117,269.41105567,-26.96041103,0.697384,OGLE-BLG-ECL-211129,ECL,NC,269.4110416666667,-26.960416666666667,17:57:38.65,-26:57:37.5,12.485,13.149,0.664,1.3947966,7001.1485,0.123,0.049,0.049302735880412646
b321_501_61177,268.13648759,-27.49990192,0.227878,OGLE-BLG-ECL-150556,ECL,NC,268.1364583333334,-27.499916666666667,17:52:32.75,-27:29:59.7,16.351,-99.99,-99.99,0.4557641,7000.3926,0.479,0.409,0.1074537383120038
b321_501_33673,268.08226995,-27.46988396,0.318694,OGLE-BLG-ECL-148063,ECL,NC,268.08225000000004,-27.46988888888889,17:52:19.74,-27:28:11.6,17.055,-99.99,-99.99,0.3186953,7000.03,0.538,0.433,0.06614689335139969
b321_501_53945,268.07146786,-27.56862374,2.295157,OGLE-BLG-ECL-147576,ECL,NC,268.07145833333334,-27.568638888888888,17:52:17.15,-27:34:07.1,14.75,-99.99,-99.99,4.5905636,7000.9379,0.792,0.259,0.0624375911776059
b321_503_24589,268.58677315,-27.74849343,0.964144,OGLE-BLG-ECL-172401,ECL,NC,268.58675,-27.748500000000003,17:54:20.82,-27:44:54.6,15.132,-99.99,-99.99,0.9641675,7000.5055,0.265,0.169,0.07745545878311656
b321_503_52546,268.60633031,-27.8282704,0.217999,OGLE-BLG-ECL-173276,ECL,NC,268.6062916666667,-27.828305555555552,17:54:25.51,-27:49:41.9,16.423,18.783,2.36,0.4359996,7000.4293,0.583,0.26,0.1765025628178372
b321_503_37997,268.54567848,-27.86225413,0.298271,OGLE-BLG-ECL-170380,ECL,C,268.54566666666665,-27.862277777777773,17:54:10.96,-27:51:44.2,16.972,-99.99,-99.99,0.2982685,7000.0858,0.671,0.592,0.09306480638888755
b321_503_86590,268.65917943,-27.89337405,0.234083,OGLE-BLG-ECL-175668,ECL,C,268.6591666666667,-27.893388888888893,17:54:38.20,-27:53:36.2,16.866,18.892,2.026,0.4681685,7000.1961,0.505,0.493,0.06710326305174158
b321_503_31443,268.59384449,-27.76422407,0.229729,OGLE-BLG-ECL-172742,ECL,C,268.59383333333335,-27.764222222222223,17:54:22.52,-27:45:51.2,16.8,-99.99,-99.99,0.459458,7000.3493,0.505,0.48,0.03615716656726345
b321_503_58160,268.65177192,-27.78229933,2.004892,OGLE-BLG-ECL-175321,ECL,NC,268.65175000000005,-27.78230555555556,17:54:36.42,-27:46:56.3,13.879,15.477,1.598,4.0097153,7002.3278,0.232,0.229,0.0733245551694226
b321_503_33121,268.61579727,-27.73789423,0.46056,OGLE-BLG-RRLYR-31833,RRLyr,RRab,268.6157916666667,-27.737888888888893,17:54:27.79,-27:44:16.4,19.443,-99.99,-99.99,0.460561,7000.42787,0.58,-99.99,0.026238896474899704
b321_503_39066,268.55290725,-27.85563378,0.541668,OGLE-BLG-RRLYR-31757,RRLyr,RRab,268.552875,-27.85563888888889,17:54:12.69,-27:51:20.3,19.355,-99.99,-99.99,0.5416393,7000.38677,0.708,-99.99,0.10428191687136631
b321_505_93992,268.32063762,-27.33828064,0.385504,OGLE-BLG-ECL-159298,ECL,C,268.320625,-27.338305555555557,17:53:16.95,-27:20:17.9,16.831,-99.99,-99.99,0.3854992,7000.1547,0.462,0.421,0.09835709532264071
b321_505_7625,268.23417727,-27.12706828,0.369665,OGLE-BLG-ECL-155183,ECL,C,268.2341666666667,-27.12708333333334,17:52:56.20,-27:07:37.5,13.365,-99.99,-99.99,0.3696684,7000.0078,0.165,0.164,0.0639604281048749
b321_505_52425,268.33283192,-27.1552193,0.30158,OGLE-BLG-ECL-159872,ECL,NC,268.3328333333333,-27.155222222222218,17:53:19.88,-27:09:18.8,17.012,-99.99,-99.99,0.301579,7000.2781,0.983,0.773,0.011452756793455147
b321_507_40014,268.78072349,-27.50451642,0.205865,OGLE-BLG-ECL-181115,ECL,C,268.7807083333333,-27.50452777777778,17:55:07.37,-27:30:16.3,17.123,19.171,2.048,0.4117306,7000.1883,0.805,0.754,0.06335681203649038
b321_507_74857,268.85239563,-27.525551,0.643716,OGLE-BLG-RRLYR-32179,RRLyr,RRab,268.852375,-27.525555555555556,17:55:24.57,-27:31:32.0,20.114,-99.99,-99.99,0.6437229,7000.42764,0.569,-99.99,0.06787238203272358
b321_507_84636,268.86539622,-27.54217939,0.640254,OGLE-BLG-ECL-185253,ECL,NC,268.86537500000003,-27.54219444444444,17:55:27.69,-27:32:31.9,19.362,-99.99,-99.99,1.2805147,7000.5006,0.507,0.254,0.08674776328458474
